,const,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
14902,1.0,-117.06,32.61,23.0,1630.0,362.0,1267.0,418.0,2.5625,3.8995215311004783,3.0311004784688995,0.22208588957055214,0,0,0,1
19966,1.0,-119.08,36.21,20.0,1911.0,389.0,1241.0,348.0,2.5156,5.491379310344827,3.5660919540229883,0.20355834641548928,1,0,0,0
16030,1.0,-122.45,37.72,52.0,982.0,197.0,653.0,171.0,4.2167,5.742690058479532,3.818713450292398,0.20061099796334012,0,0,1,0
17096,1.0,-122.23,37.46,33.0,2643.0,464.0,1015.0,427.0,4.2232,6.1896955503512885,2.377049180327869,0.1755580779417329,0,0,0,1
13155,1.0,-121.45,36.86,11.0,1613.0,335.0,1617.0,342.0,3.1375,4.716374269005848,4.728070175438597,0.20768753874767515,1,0,0,0
4029,1.0,-118.54,34.18,17.0,7214.0,1994.0,4100.0,1823.0,3.0943,3.9572133845309927,2.249040043883708,0.2764069864153036,0,0,0,0
5962,1.0,-117.84,34.12,34.0,2026.0,345.0,1142.0,332.0,4.392,6.102409638554217,3.4397590361445785,0.1702862783810464,1,0,0,0
5185,1.0,-118.26,33.94,44.0,795.0,181.0,716.0,167.0,2.0,4.7604790419161676,4.287425149700598,0.22767295597484277,0,0,0,0
5042,1.0,-118.32,33.98,49.0,1412.0,333.0,901.0,328.0,1.7067,4.304878048780488,2.7469512195121952,0.2358356940509915,0,0,0,0
3407,1.0,-118.3,34.25,44.0,1442.0,285.0,859.0,292.0,4.5833,4.938356164383562,2.941780821917808,0.19764216366158113,0,0,0,0
8447,1.0,-118.37,33.9,32.0,332.0,103.0,177.0,102.0,3.3409,3.2549019607843137,1.7352941176470589,0.3102409638554217,0,0,0,0
7543,1.0,-118.21,33.9,41.0,941.0,233.0,973.0,253.0,1.9583,3.719367588932806,3.8458498023715415,0.24760892667375134,0,0,0,0
16563,1.0,-121.48,37.77,19.0,2364.0,373.0,1264.0,390.0,5.0176,6.061538461538461,3.241025641025641,0.1577834179357022,1,0,0,0
3639,1.0,-118.44,34.22,41.0,1030.0,214.0,664.0,223.0,3.8083,4.618834080717488,2.977578475336323,0.20776699029126214,0,0,0,0
7053,1.0,-118.03,33.93,22.0,3382.0,800.0,2688.0,784.0,3.875,4.313775510204081,3.4285714285714284,0.23654642223536368,0,0,0,0
18610,1.0,-122.02,37.11,36.0,2066.0,401.0,942.0,344.0,5.2417,6.005813953488372,2.738372093023256,0.19409486931268152,0,0,0,1
8606,1.0,-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208,3.929368029739777,2.41635687732342,0.25591296121097445,0,0,0,0
7375,1.0,-118.22,33.97,47.0,1058.0,295.0,1097.0,274.0,2.881,3.8613138686131387,4.0036496350364965,0.27882797731569,0,0,0,0
15862,1.0,-122.4,37.75,44.0,6848.0,1584.0,3269.0,1383.0,2.8679,4.951554591467824,2.363702096890817,0.23130841121495327,0,0,1,0
5958,1.0,-117.82,34.12,26.0,3118.0,528.0,1546.0,545.0,5.27,5.721100917431193,2.836697247706422,0.16933932007697242,1,0,0,0
12216,1.0,-117.15,33.45,4.0,9089.0,1413.0,3886.0,1243.0,4.6904,7.312148028962188,3.1263073209975865,0.15546264715590274,0,0,0,0
5904,1.0,-118.43,34.29,39.0,1769.0,410.0,1499.0,390.0,3.1212,4.535897435897436,3.8435897435897437,0.23176936122102884,0,0,0,0
17983,1.0,-121.95,37.3,21.0,4193.0,1068.0,2487.0,1011.0,3.7188,4.147378832838774,2.459940652818991,0.2547102313379442,0,0,0,0
630,1.0,-122.17,37.72,46.0,1369.0,284.0,766.0,289.0,3.5313,4.737024221453288,2.6505190311418687,0.20745069393718044,0,0,1,0
12553,1.0,-121.47,38.55,48.0,968.0,310.0,706.0,274.0,0.9948,3.5328467153284673,2.576642335766423,0.3202479338842975,1,0,0,0
19746,1.0,-122.26,40.19,35.0,2467.0,469.0,1194.0,444.0,2.0425,5.556306306306307,2.689189189189189,0.19010944466963925,1,0,0,0
4488,1.0,-118.2,34.05,36.0,2672.0,675.0,2883.0,674.0,2.0885,3.964391691394659,4.277448071216617,0.25261976047904194,0,0,0,0
13551,1.0,-117.31,34.11,38.0,1208.0,321.0,1225.0,317.0,1.4663,3.810725552050473,3.864353312302839,0.26572847682119205,1,0,0,0
15481,1.0,-117.14,33.15,17.0,1149.0,182.0,702.0,192.0,5.5696,5.984375,3.65625,0.15839860748476936,0,0,0,0
12385,1.0,-116.38,33.71,17.0,12509.0,2460.0,2737.0,1423.0,4.5556,8.79058327477161,1.9234012649332397,0.19665840594771763,1,0,0,0
2854,1.0,-118.95,35.38,30.0,2594.0,478.0,1419.0,480.0,3.725,5.404166666666667,2.95625,0.18427139552814187,1,0,0,0
17243,1.0,-119.68,34.42,38.0,1452.0,354.0,1139.0,340.0,2.707,4.270588235294118,3.35,0.24380165289256198,0,0,0,0
6687,1.0,-118.07,34.14,42.0,3200.0,685.0,1668.0,628.0,3.375,5.095541401273885,2.656050955414013,0.2140625,1,0,0,0
1966,1.0,-120.59,38.76,21.0,1728.0,417.0,731.0,334.0,1.7266,5.173652694610778,2.188622754491018,0.24131944444444445,1,0,0,0
15891,1.0,-122.38,37.73,38.0,1388.0,276.0,871.0,265.0,2.1667,5.2377358490566035,3.2867924528301886,0.1988472622478386,0,0,1,0
15306,1.0,-117.37,33.19,33.0,2205.0,453.0,1138.0,439.0,2.8819,5.022779043280182,2.592255125284738,0.2054421768707483,0,0,0,1
10785,1.0,-117.92,33.63,34.0,2479.0,491.0,1131.0,490.0,4.9643,5.059183673469388,2.3081632653061224,0.1980637353771682,0,0,0,0
11590,1.0,-118.01,33.78,26.0,2343.0,377.0,1166.0,373.0,6.0,6.281501340482574,3.1260053619302948,0.16090482287665386,0,0,0,0
19057,1.0,-121.84,38.13,33.0,596.0,105.0,212.0,94.0,4.2813,6.340425531914893,2.25531914893617,0.1761744966442953,1,0,0,0
14299,1.0,-117.14,32.71,34.0,1694.0,455.0,1467.0,425.0,2.1164,3.9858823529411764,3.451764705882353,0.26859504132231404,0,0,0,1
2326,1.0,-119.71,36.81,19.0,2282.0,550.0,1034.0,500.0,1.6618,4.564,2.068,0.24101665205959685,1,0,0,0
4409,1.0,-118.23,34.09,45.0,1747.0,484.0,1680.0,441.0,2.6051,3.9614512471655328,3.8095238095238093,0.2770463651974814,0,0,0,0
5580,1.0,-118.3,33.83,33.0,2716.0,660.0,1807.0,661.0,3.5473,4.1089258698941,2.7337367624810893,0.24300441826215022,0,0,0,0
11440,1.0,-117.97,33.73,18.0,3698.0,574.0,2046.0,614.0,6.2984,6.022801302931596,3.3322475570032575,0.1552190373174689,0,0,0,0
13885,1.0,-115.93,35.55,18.0,1321.0,272.0,754.0,226.0,3.4028,5.845132743362832,3.336283185840708,0.20590461771385316,1,0,0,0
7837,1.0,-118.16,33.91,6.0,3445.0,847.0,2467.0,712.0,3.1507,4.838483146067416,3.4648876404494384,0.2458635703918723,0,0,0,0
7778,1.0,-118.08,33.91,30.0,3259.0,942.0,2744.0,895.0,2.8608,3.641340782122905,3.065921787709497,0.289045719545873,0,0,0,0
5052,1.0,-118.34,34.01,37.0,4291.0,1102.0,1941.0,953.0,1.7945,4.502623294858342,2.036726128016789,0.25681659286879516,0,0,0,0
552,1.0,-122.26,37.77,52.0,1210.0,168.0,411.0,172.0,3.3571,7.034883720930233,2.38953488372093,0.13884297520661157,0,0,1,0
15448,1.0,-117.24,33.18,19.0,3337.0,565.0,1646.0,554.0,5.0195,6.0234657039711195,2.9711191335740073,0.1693137548696434,0,0,0,0
1730,1.0,-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,5.475218658892128,3.260932944606414,0.19329073482428116,0,0,1,0
7441,1.0,-118.2,33.94,45.0,1570.0,328.0,1321.0,300.0,3.7361,5.233333333333333,4.403333333333333,0.2089171974522293,0,0,0,0
19219,1.0,-122.67,38.47,19.0,1848.0,428.0,1130.0,433.0,3.0568,4.267898383371825,2.6096997690531176,0.23160173160173161,0,0,0,0
8945,1.0,-118.47,34.01,27.0,1782.0,471.0,837.0,422.0,3.7727,4.222748815165877,1.9834123222748816,0.26430976430976433,0,0,0,0
8566,1.0,-118.42,33.93,39.0,2988.0,605.0,1466.0,610.0,4.9286,4.898360655737705,2.40327868852459,0.20247657295850066,0,0,0,0
1402,1.0,-122.08,37.95,24.0,3173.0,548.0,1351.0,536.0,5.0672,5.919776119402985,2.5205223880597014,0.17270721714465806,0,0,1,0
234,1.0,-122.19,37.79,28.0,3144.0,761.0,1737.0,669.0,2.9297,4.699551569506727,2.596412556053812,0.24204834605597964,0,0,1,0
2359,1.0,-119.63,36.76,22.0,4126.0,614.0,1795.0,613.0,4.925,6.730831973898858,2.9282218597063623,0.14881240911294233,1,0,0,0
11250,1.0,-118.0,33.81,17.0,1530.0,404.0,883.0,344.0,2.8835,4.4476744186046515,2.566860465116279,0.26405228758169935,0,0,0,0
4051,1.0,-118.43,34.15,28.0,6270.0,1706.0,2549.0,1497.0,3.2241,4.188376753507014,1.702738810955244,0.2720893141945773,0,0,0,0
5890,1.0,-118.34,34.15,16.0,1586.0,377.0,625.0,344.0,4.0893,4.6104651162790695,1.816860465116279,0.23770491803278687,0,0,0,0
4461,1.0,-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,4.383015597920277,2.1057192374350087,0.2724396994859628,0,0,0,0
650,1.0,-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2.983,5.633064516129032,2.2379032258064515,0.18110236220472442,0,0,1,0
13273,1.0,-117.62,34.11,17.0,1869.0,311.0,831.0,262.0,6.148,7.133587786259542,3.1717557251908395,0.16639914392723382,1,0,0,0
9111,1.0,-118.15,34.59,33.0,2111.0,429.0,1067.0,397.0,3.7344,5.317380352644836,2.6876574307304786,0.20322122216958788,1,0,0,0
20299,1.0,-119.21,34.18,13.0,6103.0,1319.0,2986.0,1212.0,3.9718,5.035478547854786,2.463696369636964,0.2161232180894642,0,0,0,1
6424,1.0,-118.0,34.14,39.0,1302.0,303.0,800.0,291.0,3.2723,4.474226804123711,2.7491408934707904,0.23271889400921658,1,0,0,0
6546,1.0,-118.03,34.05,36.0,1345.0,331.0,1511.0,309.0,3.5129,4.352750809061488,4.889967637540453,0.24609665427509295,0,0,0,0
5016,1.0,-118.33,34.0,47.0,1671.0,388.0,895.0,317.0,2.2054,5.271293375394322,2.823343848580442,0.23219628964691802,0,0,0,0
20394,1.0,-118.87,34.22,14.0,3108.0,451.0,1566.0,434.0,6.2423,7.161290322580645,3.608294930875576,0.1451093951093951,0,0,0,0
2693,1.0,-115.39,32.76,16.0,1136.0,196.0,481.0,185.0,6.2558,6.140540540540541,2.6,0.17253521126760563,1,0,0,0
5038,1.0,-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235,5.896713615023474,2.539906103286385,0.18351910828025478,0,0,0,0
14418,1.0,-117.24,32.79,18.0,1741.0,602.0,508.0,283.0,3.2625,6.151943462897527,1.795053003533569,0.3457782883400345,0,0,0,1
1289,1.0,-121.79,38.01,17.0,4032.0,814.0,1749.0,618.0,3.1728,6.524271844660194,2.8300970873786406,0.20188492063492064,1,0,0,0
16171,1.0,-122.5,37.79,52.0,8.0,1.0,13.0,1.0,15.0001,8.0,13.0,0.125,0,0,1,0
2321,1.0,-119.71,36.83,5.0,1087.0,338.0,623.0,362.0,1.8061,3.0027624309392267,1.7209944751381216,0.3109475620975161,1,0,0,0
7990,1.0,-118.18,33.86,39.0,2925.0,732.0,1702.0,642.0,2.375,4.55607476635514,2.6510903426791277,0.25025641025641027,0,0,0,0
13870,1.0,-117.32,34.41,13.0,2032.0,348.0,1038.0,344.0,4.2891,5.906976744186046,3.0174418604651163,0.17125984251968504,1,0,0,0
18269,1.0,-122.07,37.36,28.0,4612.0,608.0,1686.0,567.0,10.0346,8.134038800705467,2.9735449735449735,0.13183000867302688,0,0,0,0
13449,1.0,-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,5.030555555555556,3.4763888888888888,0.18415240198785202,1,0,0,0
13102,1.0,-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,4.3879,7.105691056910569,2.861788617886179,0.16189931350114417,1,0,0,0
8863,1.0,-118.38,34.06,52.0,1311.0,217.0,578.0,205.0,7.6771,6.3951219512195125,2.819512195121951,0.16552250190694126,0,0,0,0
1651,1.0,-121.95,37.94,21.0,3153.0,411.0,1318.0,431.0,6.8642,7.315545243619489,3.0580046403712298,0.13035204567078973,1,0,0,0
1410,1.0,-122.07,37.94,30.0,1260.0,276.0,707.0,221.0,2.892,5.701357466063349,3.1990950226244346,0.21904761904761905,0,0,1,0
2796,1.0,-118.05,36.64,34.0,2090.0,478.0,896.0,426.0,2.0357,4.906103286384977,2.103286384976526,0.22870813397129186,1,0,0,0
6675,1.0,-118.12,34.16,52.0,2218.0,437.0,1211.0,422.0,5.0237,5.2559241706161135,2.8696682464454977,0.19702434625789,0,0,0,0
8104,1.0,-118.22,33.79,28.0,3008.0,629.0,2537.0,596.0,2.3,5.046979865771812,4.256711409395973,0.2091090425531915,0,0,0,1
11497,1.0,-118.07,33.67,13.0,5126.0,711.0,2429.0,718.0,9.5268,7.139275766016713,3.383008356545961,0.1387046429964885,0,0,0,1
4673,1.0,-118.35,34.08,52.0,1801.0,313.0,714.0,293.0,4.6838,6.146757679180888,2.4368600682593855,0.17379233759022766,0,0,0,0
18307,1.0,-122.11,37.42,32.0,3058.0,595.0,1267.0,540.0,6.4949,5.662962962962963,2.346296296296296,0.1945716154349248,0,0,1,0
5024,1.0,-118.32,33.99,48.0,1260.0,284.0,791.0,280.0,2.1875,4.5,2.825,0.2253968253968254,0,0,0,0
17091,1.0,-122.23,37.48,33.0,3108.0,805.0,1895.0,717.0,3.3015,4.334728033472803,2.6429567642956764,0.25900900900900903,0,0,0,1
18280,1.0,-122.07,37.34,30.0,1851.0,238.0,631.0,236.0,10.1007,7.843220338983051,2.6737288135593222,0.12857914640734738,0,0,0,0
7516,1.0,-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,5.213903743315508,3.0080213903743314,0.18717948717948718,0,0,0,0
11040,1.0,-117.81,33.81,19.0,3154.0,390.0,1404.0,384.0,8.9257,8.213541666666666,3.65625,0.12365250475586556,0,0,0,0
470,1.0,-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,4.475806451612903,2.1908602150537635,0.24264264264264265,0,0,1,0
16162,1.0,-122.5,37.78,50.0,1922.0,427.0,1049.0,443.0,3.5833,4.3386004514672685,2.3679458239277653,0.22216441207075963,0,0,1,0
3579,1.0,-118.54,34.23,35.0,3422.0,601.0,1690.0,574.0,4.375,5.961672473867596,2.9442508710801394,0.17562828755113968,0,0,0,0
12752,1.0,-121.37,38.62,43.0,1077.0,199.0,447.0,182.0,3.0139,5.917582417582418,2.456043956043956,0.18477251624883936,1,0,0,0
13536,1.0,-117.31,34.15,7.0,5747.0,1307.0,2578.0,1147.0,3.3281,5.010462074978204,2.2476024411508284,0.22742300330607274,1,0,0,0
1499,1.0,-122.04,37.95,33.0,1653.0,334.0,814.0,328.0,3.1406,5.039634146341464,2.481707317073171,0.20205686630369027,0,0,1,0
14006,1.0,-117.18,32.75,52.0,1539.0,212.0,535.0,224.0,5.392,6.870535714285714,2.388392857142857,0.13775178687459388,0,0,0,1
10140,1.0,-117.89,33.92,14.0,1562.0,373.0,609.0,328.0,2.3935,4.762195121951219,1.8567073170731707,0.23879641485275288,0,0,0,0
17731,1.0,-121.81,37.3,14.0,1870.0,348.0,1214.0,347.0,4.9769,5.389048991354467,3.4985590778097984,0.18609625668449198,0,0,0,0
9844,1.0,-121.9,36.59,42.0,2689.0,510.0,1023.0,459.0,4.6182,5.85838779956427,2.2287581699346406,0.18966158423205653,0,0,0,1
15499,1.0,-117.25,33.1,14.0,3676.0,720.0,1176.0,614.0,3.9464,5.986970684039088,1.9153094462540716,0.19586507072905332,0,0,0,1
17643,1.0,-121.9,37.27,28.0,4538.0,685.0,1996.0,667.0,5.4609,6.80359820089955,2.992503748125937,0.1509475539885412,0,0,0,0
17109,1.0,-122.21,37.46,48.0,2560.0,322.0,921.0,301.0,10.8758,8.50498338870432,3.0598006644518274,0.12578125,0,0,0,1
17922,1.0,-121.98,37.35,36.0,1054.0,193.0,546.0,187.0,4.5625,5.636363636363637,2.9197860962566846,0.18311195445920303,0,0,0,0
9987,1.0,-122.58,38.58,32.0,2723.0,637.0,1549.0,556.0,2.3942,4.89748201438849,2.785971223021583,0.23393316195372751,1,0,0,0
19657,1.0,-120.84,37.48,10.0,2874.0,612.0,1960.0,596.0,2.7381,4.822147651006712,3.2885906040268456,0.21294363256784968,1,0,0,0
4345,1.0,-118.37,34.12,34.0,2821.0,399.0,843.0,391.0,11.615,7.2148337595907925,2.156010230179028,0.141439205955335,0,0,0,0
20009,1.0,-119.06,36.15,25.0,2402.0,478.0,1527.0,461.0,2.3194,5.210412147505423,3.3123644251626896,0.1990008326394671,1,0,0,0
9893,1.0,-122.3,38.29,48.0,2278.0,477.0,1219.0,453.0,2.9643,5.02869757174393,2.6909492273730686,0.20939420544337137,0,0,1,0
14955,1.0,-116.97,32.75,28.0,3519.0,583.0,1720.0,590.0,4.7973,5.964406779661017,2.9152542372881354,0.1656720659278204,0,0,0,0
5417,1.0,-118.43,34.01,43.0,1487.0,242.0,675.0,247.0,5.3403,6.020242914979757,2.7327935222672064,0.16274377942165433,0,0,0,0
11499,1.0,-118.05,33.72,14.0,2673.0,687.0,1192.0,656.0,4.1862,4.074695121951219,1.8170731707317074,0.2570145903479237,0,0,0,0
19867,1.0,-119.34,36.34,5.0,4505.0,834.0,1917.0,775.0,4.0144,5.812903225806451,2.4735483870967743,0.1851276359600444,1,0,0,0
2575,1.0,-124.13,40.8,31.0,2152.0,462.0,1259.0,420.0,2.2478,5.123809523809523,2.9976190476190476,0.21468401486988847,0,0,0,1
4176,1.0,-118.22,34.1,33.0,1903.0,386.0,1187.0,340.0,4.0469,5.597058823529411,3.4911764705882353,0.20283762480294273,0,0,0,0
13800,1.0,-117.36,34.54,7.0,3940.0,764.0,2140.0,711.0,3.0357,5.541490857946554,3.009845288326301,0.19390862944162437,1,0,0,0
486,1.0,-122.26,37.86,52.0,3497.0,832.0,1493.0,794.0,2.9044,4.404282115869018,1.880352644836272,0.2379182156133829,0,0,1,0
6190,1.0,-117.89,34.1,35.0,3185.0,544.0,1858.0,564.0,3.8304,5.647163120567376,3.2943262411347516,0.17080062794348508,0,0,0,0
16738,1.0,-122.42,37.71,44.0,2080.0,489.0,1781.0,478.0,3.6827,4.351464435146443,3.725941422594142,0.23509615384615384,0,0,1,0
3700,1.0,-118.36,34.19,11.0,2921.0,685.0,1512.0,664.0,4.1445,4.399096385542169,2.2771084337349397,0.23450872988702498,0,0,0,0
16773,1.0,-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,5.8355263157894735,3.0350877192982457,0.17098835024426906,0,0,0,1
5313,1.0,-118.44,34.06,13.0,4833.0,1119.0,1649.0,807.0,6.2389,5.988847583643123,2.043370508054523,0.23153320918684048,0,0,0,0
1247,1.0,-122.33,39.1,10.0,266.0,62.0,154.0,49.0,2.25,5.428571428571429,3.142857142857143,0.23308270676691728,1,0,0,0
11553,1.0,-117.98,33.74,29.0,3443.0,635.0,2257.0,620.0,4.7404,5.553225806451613,3.640322580645161,0.18443218123729305,0,0,0,0
13633,1.0,-117.34,34.08,35.0,1380.0,248.0,730.0,264.0,3.2305,5.2272727272727275,2.765151515151515,0.17971014492753623,1,0,0,0
9330,1.0,-122.5,37.96,16.0,100.0,20.0,45.0,25.0,6.1359,4.0,1.8,0.2,0,0,1,0
4396,1.0,-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3.2386,3.942622950819672,2.69672131147541,0.262993762993763,0,0,0,0
10214,1.0,-117.9,33.87,28.0,2315.0,538.0,1360.0,504.0,2.9861,4.593253968253968,2.6984126984126986,0.23239740820734342,0,0,0,0
8041,1.0,-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,5.764150943396227,2.827830188679245,0.176759410801964,0,0,0,0
5763,1.0,-118.29,34.16,42.0,413.0,107.0,349.0,107.0,4.3438,3.8598130841121496,3.2616822429906542,0.25907990314769974,0,0,0,0
15111,1.0,-116.98,32.88,12.0,7320.0,1279.0,4048.0,1249.0,4.3952,5.860688550840672,3.2409927942353884,0.17472677595628416,0,0,0,0
7004,1.0,-118.05,33.97,36.0,2854.0,688.0,2816.0,673.0,3.6,4.240713224368499,4.184249628528975,0.24106517168885774,0,0,0,0
13936,1.0,-117.28,34.24,16.0,3474.0,633.0,853.0,315.0,5.2185,11.028571428571428,2.707936507936508,0.18221070811744386,1,0,0,0
4660,1.0,-118.31,34.05,40.0,1667.0,365.0,1161.0,384.0,3.1406,4.341145833333333,3.0234375,0.21895620875824834,0,0,0,0
12966,1.0,-121.32,38.7,16.0,2966.0,578.0,1365.0,480.0,3.2444,6.179166666666666,2.84375,0.19487525286581253,1,0,0,0
11962,1.0,-117.4,34.01,25.0,1858.0,366.0,1311.0,331.0,2.7083,5.613293051359516,3.960725075528701,0.1969860064585576,1,0,0,0
11009,1.0,-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,7.231265108783239,3.024979854955681,0.14129708045464676,0,0,0,0
5176,1.0,-118.27,33.95,29.0,1579.0,351.0,1056.0,322.0,2.3056,4.903726708074534,3.279503105590062,0.22229259024699177,0,0,0,0
3148,1.0,-118.34,35.27,10.0,2939.0,605.0,1167.0,446.0,2.3917,6.589686098654709,2.616591928251121,0.2058523307247363,1,0,0,0
18954,1.0,-122.06,38.26,36.0,1248.0,221.0,672.0,222.0,3.3839,5.621621621621622,3.027027027027027,0.17708333333333334,1,0,0,0
7896,1.0,-118.07,33.86,17.0,3666.0,562.0,2104.0,579.0,5.6818,6.331606217616581,3.633851468048359,0.15330060010911076,0,0,0,0
12322,1.0,-116.57,33.94,29.0,551.0,166.0,224.0,107.0,1.1917,5.149532710280374,2.0934579439252334,0.30127041742286753,1,0,0,0
9352,1.0,-122.57,37.96,52.0,3458.0,468.0,1449.0,471.0,9.1834,7.341825902335456,3.0764331210191083,0.13533834586466165,0,0,1,0
11882,1.0,-117.37,33.98,43.0,2862.0,772.0,1878.0,675.0,2.1151,4.24,2.7822222222222224,0.2697414395527603,1,0,0,0
11935,1.0,-117.4,33.94,37.0,987.0,187.0,551.0,191.0,3.5865,5.167539267015707,2.884816753926702,0.1894630192502533,1,0,0,0
276,1.0,-122.18,37.79,46.0,2109.0,387.0,922.0,329.0,3.9712,6.410334346504559,2.802431610942249,0.18349928876244664,0,0,1,0
18738,1.0,-122.35,40.56,12.0,3900.0,863.0,2145.0,864.0,1.9881,4.513888888888889,2.482638888888889,0.22128205128205128,1,0,0,0
12549,1.0,-121.48,38.56,50.0,1587.0,448.0,877.0,380.0,2.0833,4.176315789473684,2.307894736842105,0.28229363579080025,1,0,0,0
17999,1.0,-121.97,37.28,27.0,2427.0,403.0,1301.0,438.0,5.0385,5.541095890410959,2.970319634703196,0.16604861969509682,0,0,0,0
8810,1.0,-118.31,33.77,20.0,5776.0,956.0,2757.0,936.0,6.6447,6.170940170940171,2.9455128205128207,0.16551246537396122,0,0,0,0
18640,1.0,-121.98,36.98,29.0,2681.0,632.0,1652.0,620.0,3.075,4.324193548387097,2.664516129032258,0.23573293547183888,0,0,0,1
3154,1.0,-118.43,35.12,8.0,1968.0,376.0,930.0,360.0,3.2632,5.466666666666667,2.5833333333333335,0.1910569105691057,1,0,0,0
13652,1.0,-117.33,34.04,18.0,1837.0,388.0,727.0,336.0,2.5187,5.467261904761905,2.1636904761904763,0.21121393576483397,1,0,0,0
17184,1.0,-122.49,37.5,21.0,1209.0,309.0,801.0,259.0,4.5625,4.667953667953668,3.0926640926640925,0.2555831265508685,0,0,0,1
6732,1.0,-118.1,34.13,44.0,1745.0,237.0,693.0,248.0,9.7912,7.036290322580645,2.7943548387096775,0.13581661891117477,0,0,0,0
17619,1.0,-121.93,37.27,30.0,2862.0,544.0,1387.0,542.0,5.1104,5.280442804428044,2.559040590405904,0.19007686932215234,0,0,0,0
16903,1.0,-122.36,37.59,20.0,2638.0,854.0,1352.0,718.0,3.5125,3.6740947075208914,1.883008356545961,0.3237300985595148,0,0,0,1
15377,1.0,-117.24,33.37,14.0,4687.0,793.0,2436.0,779.0,4.5391,6.016688061617458,3.1270860077021823,0.16919138041391082,0,0,0,0
11470,1.0,-118.0,33.68,12.0,5241.0,985.0,2048.0,943.0,6.4858,5.55779427359491,2.171792152704136,0.18794123258920054,0,0,0,0
9116,1.0,-118.12,34.58,13.0,2614.0,650.0,1949.0,537.0,2.0547,4.867783985102421,3.629422718808194,0.2486610558530987,1,0,0,0
11861,1.0,-120.71,40.13,19.0,897.0,180.0,276.0,110.0,2.9554,8.154545454545454,2.5090909090909093,0.20066889632107024,1,0,0,0
20308,1.0,-119.13,34.19,16.0,6389.0,1330.0,6242.0,1340.0,4.0222,4.767910447761194,4.658208955223881,0.2081702926905619,0,0,0,1
14224,1.0,-117.02,32.68,14.0,3986.0,675.0,2065.0,702.0,5.7192,5.678062678062678,2.9415954415954415,0.16934269944806823,0,0,0,1
5804,1.0,-118.25,34.15,13.0,1107.0,479.0,616.0,443.0,0.8185,2.4988713318284423,1.3905191873589164,0.4327009936766034,0,0,0,0
8838,1.0,-118.38,34.08,30.0,4524.0,1312.0,1910.0,1243.0,2.8889,3.639581657280772,1.5366049879324215,0.29000884173297964,0,0,0,0
3361,1.0,-120.58,40.37,16.0,3412.0,667.0,1873.0,590.0,2.2661,5.783050847457627,3.1745762711864405,0.1954865181711606,1,0,0,0
828,1.0,-122.08,37.62,27.0,1826.0,309.0,1016.0,313.0,5.64,5.833865814696486,3.246006389776358,0.1692223439211391,0,0,1,0
14796,1.0,-117.1,32.58,27.0,2616.0,591.0,1889.0,577.0,2.3824,4.533795493934142,3.2738301559792027,0.22591743119266056,0,0,0,1
13874,1.0,-117.39,34.38,4.0,7151.0,1295.0,3527.0,1170.0,3.5696,6.111965811965812,3.0145299145299145,0.18109355334918192,1,0,0,0
12004,1.0,-117.56,33.89,16.0,693.0,185.0,365.0,176.0,2.3417,3.9375,2.0738636363636362,0.26695526695526695,1,0,0,0
12270,1.0,-117.06,34.0,33.0,1575.0,326.0,879.0,282.0,2.5357,5.585106382978723,3.117021276595745,0.206984126984127,1,0,0,0
18004,1.0,-121.99,37.29,32.0,2930.0,481.0,1336.0,481.0,6.4631,6.091476091476092,2.7775467775467777,0.16416382252559727,0,0,0,0
11152,1.0,-117.97,33.84,25.0,2471.0,518.0,1539.0,500.0,4.2679,4.942,3.078,0.2096317280453258,0,0,0,0
5357,1.0,-118.39,34.05,42.0,3105.0,559.0,1253.0,531.0,5.222,5.8474576271186445,2.35969868173258,0.18003220611916265,0,0,0,0
12762,1.0,-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,3.4684684684684686,2.43018018018018,0.2935064935064935,1,0,0,0
9388,1.0,-122.51,37.89,27.0,2674.0,565.0,1233.0,547.0,3.4485,4.888482632541133,2.2541133455210236,0.2112939416604338,0,0,1,0
14188,1.0,-117.06,32.71,11.0,2397.0,523.0,1566.0,514.0,3.8687,4.663424124513619,3.046692607003891,0.21818940342094284,0,0,0,1
8847,1.0,-118.4,34.09,45.0,2686.0,283.0,857.0,259.0,15.0001,10.37065637065637,3.3088803088803087,0.10536113179448994,0,0,0,0
