,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,out_prncp,tot_cur_bal,bc_util,inq_last_6mths,pct_tl_nvr_dlq,total_acc,acc_now_delinq,tot_coll_amt,loan_length,term_num,weights,outcome,cr_hist,train
390755,12456492,15325.0,15325.0, 60 months,18.92,396.87,D,1 year,MORTGAGE,38450.0,Source Verified,2014-03-01,debt_consolidation,8.36,0.0,2000-05-01,4.0,0.0,12251.0,77.5,0.0,118736.0,77.5,2.0,100.0,18.0,0.0,0.0,15.014682026324977,60,1,False,165.9828743916713,True
89858,5605371,8000.0,8000.0, 36 months,19.05,293.46,D,10+ years,MORTGAGE,90000.0,Not Verified,2013-06-01,other,9.6,0.0,1999-03-01,10.0,0.0,10406.0,72.9,0.0,165482.0,82.2,1.0,100.0,23.0,0.0,0.0,13.996180619725251,36,3,True,171.04252654058604,True
370048,13277506,5000.0,5000.0, 36 months,13.65,170.04,C,1 year,MORTGAGE,58000.0,Verified,2014-04-01,credit_card,3.69,1.0,2010-08-01,9.0,0.0,4299.0,43.0,0.0,188323.0,46.3,1.0,90.0,10.0,0.0,0.0,8.01659171646235,36,1,False,43.992689788291344,False
51030,7068860,15000.0,15000.0, 36 months,10.64,488.53,B,10+ years,RENT,52000.0,Source Verified,2013-09-01,debt_consolidation,22.34,0.0,1998-12-01,13.0,1.0,9379.0,40.3,0.0,107800.0,62.1,0.0,96.0,28.0,0.0,0.0,18.957268116388427,36,1,False,177.02211544384895,True
137892,2375597,8000.0,8000.0, 36 months,21.0,301.41,E,10+ years,RENT,65000.0,Source Verified,2012-12-01,credit_card,14.88,0.0,1998-09-01,13.0,0.0,12732.0,92.3,0.0,77169.0,100.2,2.0,96.0,26.0,0.0,0.0,28.945152877882503,36,3,True,171.00967165650218,True
33558,7946560,17175.0,17175.0, 60 months,16.2,419.49,C,9 years,MORTGAGE,70000.0,Source Verified,2013-10-01,debt_consolidation,20.54,1.0,1997-07-01,17.0,0.0,11949.0,39.8,0.0,302535.0,73.8,0.0,95.0,23.0,0.0,0.0,20.961416045504013,60,1,False,195.02659192180536,False
249206,29724008,5000.0,5000.0, 36 months,13.98,170.84,C,10+ years,RENT,91700.0,Verified,2014-10-01,debt_consolidation,34.22,0.0,1997-12-01,14.0,0.0,34187.0,94.4,0.0,70699.0,94.4,0.0,100.0,16.0,0.0,0.0,5.979588903262901,36,3,True,201.99182734758415,True
378207,13066654,35000.0,35000.0, 36 months,14.16,1198.94,C,3 years,MORTGAGE,192000.0,Verified,2014-03-01,other,8.67,0.0,1997-10-01,11.0,0.0,36658.0,63.5,0.0,223344.0,54.5,0.0,100.0,20.0,0.0,0.0,25.035421671902913,36,1,False,196.96503008275323,True
234542,31327806,8500.0,8500.0, 36 months,13.35,287.84,C,< 1 year,RENT,25000.0,Source Verified,2014-10-01,debt_consolidation,8.74,0.0,2009-02-01,8.0,0.0,1335.0,16.1,0.0,16389.0,16.1,2.0,100.0,10.0,0.0,200.0,5.979588903262901,36,1,False,67.9439002854268,False
277902,24995963,20000.0,20000.0, 36 months,8.39,630.34,A,5 years,MORTGAGE,49000.0,Not Verified,2014-08-01,debt_consolidation,13.27,0.0,2000-12-01,12.0,1.0,16342.0,55.2,0.0,116645.0,57.8,0.0,100.0,20.0,0.0,0.0,10.973531284009939,36,3,True,163.9787264625557,True
152780,1564007,25450.0,25450.0, 36 months,15.31,886.11,C,3 years,MORTGAGE,198000.0,Not Verified,2012-10-01,other,9.33,0.0,1998-04-01,10.0,0.0,15934.0,52.2,0.0,194537.0,52.4,3.0,93.0,15.0,0.0,0.0,35.97609807182899,36,1,False,174.0323209922175,True
413558,9806442,20975.0,20975.0, 60 months,14.98,498.78,C,7 years,MORTGAGE,67000.0,Source Verified,2014-01-01,debt_consolidation,25.83,0.0,2004-08-01,19.0,0.0,20975.0,64.1,0.0,186116.0,88.0,0.0,100.0,46.0,0.0,0.0,19.975769522988152,60,3,True,113.0208012484856,False
414514,10577831,8000.0,8000.0, 36 months,14.98,277.25,C,10+ years,MORTGAGE,50036.0,Verified,2014-01-01,home_improvement,17.68,0.0,1980-01-01,8.0,1.0,9417.0,65.4,0.0,70700.0,83.1,0.0,100.0,17.0,0.0,138.0,25.002566787819053,36,1,False,408.02480543748334,True
264029,27580922,10000.0,10000.0, 36 months,13.35,338.63,C,< 1 year,RENT,40000.0,Not Verified,2014-09-01,car,20.34,0.0,2007-03-01,8.0,0.0,11432.0,87.9,0.0,40489.0,93.7,2.0,100.0,22.0,0.0,0.0,13.996180619725251,36,1,False,90.055237273866,True
345389,16302127,5000.0,5000.0, 36 months,14.49,172.09,C,< 1 year,RENT,36000.0,Not Verified,2014-05-01,debt_consolidation,19.93,0.0,2010-07-01,9.0,0.0,8245.0,45.8,0.0,31180.0,79.2,1.0,100.0,9.0,0.0,0.0,7.030945193946487,36,3,True,45.996837717406926,False
369049,13107002,10000.0,10000.0, 36 months,11.99,332.1,B,3 years,MORTGAGE,120000.0,Source Verified,2014-04-01,debt_consolidation,9.51,0.0,1998-10-01,12.0,1.0,8355.0,48.0,0.0,293568.0,59.2,1.0,88.9,20.0,0.0,0.0,4.008295858231175,36,1,False,185.9914987987433,True
79045,5617812,35000.0,35000.0, 60 months,22.7,980.65,E,2 years,MORTGAGE,112000.0,Verified,2013-07-01,debt_consolidation,16.21,1.0,2000-03-01,9.0,0.0,17217.0,74.5,0.0,278035.0,74.5,0.0,95.0,24.0,0.0,0.0,16.0331834329247,60,3,True,160.00328548840838,True
337880,16992684,15400.0,15400.0, 36 months,12.49,515.12,B,10+ years,RENT,110000.0,Not Verified,2014-06-01,debt_consolidation,10.19,2.0,1999-04-01,14.0,0.0,4530.0,11.6,0.0,46748.0,12.4,0.0,80.8,26.0,0.0,0.0,11.992032690609664,36,1,False,182.01605782459598,False
49705,4545335,10000.0,10000.0, 60 months,19.52,262.28,D,10+ years,RENT,36428.0,Source Verified,2013-09-01,debt_consolidation,27.47,0.0,1998-05-01,15.0,1.0,2385.0,30.6,0.0,82352.0,86.7,1.0,97.0,46.0,0.0,0.0,21.947062568019877,60,3,True,184.05306063779543,True
248890,29624023,8400.0,8400.0, 36 months,17.57,301.88,D,2 years,RENT,30000.0,Source Verified,2014-10-01,debt_consolidation,3.4,0.0,2004-08-01,14.0,0.0,1883.0,33.6,0.0,32729.0,93.0,1.0,96.2,27.0,0.0,0.0,7.983736832378488,36,3,True,121.99018460337994,True
397051,12155079,14000.0,14000.0, 60 months,11.99,311.36,B,8 years,MORTGAGE,98189.0,Verified,2014-02-01,debt_consolidation,29.63,0.0,1988-09-01,14.0,0.0,8459.0,14.7,0.0,392296.0,3.5,2.0,100.0,25.0,0.0,0.0,27.95950635536664,60,1,False,305.02474383457564,True
222116,33300954,9000.0,9000.0, 36 months,8.39,283.65,A,2 years,MORTGAGE,32000.0,Verified,2014-10-01,debt_consolidation,7.31,0.0,1991-03-01,12.0,0.0,9815.0,24.3,0.0,126694.0,30.1,2.0,100.0,33.0,0.0,0.0,9.987884761494076,36,1,False,283.0448263824719,True
111593,3848616,15000.0,15000.0, 36 months,11.14,492.08,B,9 years,MORTGAGE,72000.0,Not Verified,2013-03-01,debt_consolidation,3.32,0.0,1998-03-01,7.0,0.0,4532.0,59.6,0.0,4532.0,59.6,0.0,100.0,23.0,0.0,0.0,11.072095936261524,36,1,False,180.0119098954804,True
366902,14398420,9000.0,9000.0, 36 months,12.99,303.21,B,10+ years,RENT,63000.0,Source Verified,2014-04-01,debt_consolidation,22.32,1.0,1986-04-01,10.0,0.0,6472.0,76.1,0.0,34680.0,76.1,0.0,86.2,33.0,0.0,873.0,13.996180619725251,36,1,False,336.0068995256576,False
134404,2825275,14675.0,14675.0, 36 months,16.29,518.04,C,10+ years,RENT,49000.0,Verified,2012-12-01,credit_card,18.88,0.0,2000-06-01,16.0,2.0,18671.0,67.2,0.0,18671.0,75.2,1.0,100.0,21.0,0.0,0.0,23.984065381219327,36,3,True,150.01540072691432,True
353519,15710332,14500.0,14500.0, 36 months,13.65,493.12,C,3 years,RENT,82400.0,Source Verified,2014-05-01,debt_consolidation,20.93,0.0,2002-12-01,14.0,0.0,11793.0,58.1,0.0,64340.0,83.1,0.0,100.0,25.0,0.0,0.0,11.992032690609664,36,1,False,136.97201174562105,True
157253,1512526,20000.0,20000.0, 60 months,20.49,535.35,E,6 years,RENT,55000.0,Verified,2012-09-01,debt_consolidation,25.57,0.0,1996-03-01,8.0,0.0,26179.0,89.3,0.0,36133.0,89.2,1.0,100.0,19.0,0.0,0.0,29.930799400398364,60,3,True,198.0492412575207,False
56542,6878686,35000.0,35000.0, 60 months,15.88,848.91,C,8 years,MORTGAGE,120000.0,Verified,2013-09-01,debt_consolidation,16.18,1.0,1997-02-01,17.0,0.0,65852.0,30.5,0.0,361836.0,34.3,0.0,96.0,32.0,0.0,0.0,26.973859832850778,60,1,False,198.96917801186882,True
83183,5365131,20000.0,20000.0, 60 months,16.29,489.45,C,10+ years,MORTGAGE,82000.0,Verified,2013-06-01,debt_consolidation,13.99,0.0,1999-05-01,10.0,0.0,7913.0,41.4,0.0,319257.0,55.0,2.0,93.0,33.0,0.0,0.0,3.0226493357153124,60,1,False,169.03837861147045,True
399775,11505077,24925.0,24925.0, 60 months,13.65,575.45,C,3 years,MORTGAGE,50000.0,Verified,2014-02-01,credit_card,11.83,0.0,1989-11-01,5.0,0.0,15666.0,61.7,0.0,249841.0,69.9,1.0,100.0,19.0,0.0,0.0,25.955358426251053,60,1,False,291.0285632148504,False
149126,1607308,2000.0,2000.0, 36 months,10.16,64.69,B,6 years,MORTGAGE,42000.0,Not Verified,2012-10-01,other,1.71,0.0,2008-02-01,4.0,0.0,1120.0,35.0,0.0,106874.0,30.2,4.0,100.0,5.0,0.0,0.0,16.0331834329247,36,1,False,55.984722478901006,False
67833,6534641,15000.0,15000.0, 60 months,21.6,410.88,E,10+ years,MORTGAGE,89000.0,Source Verified,2013-08-01,debt_consolidation,10.27,0.0,1999-10-01,11.0,1.0,6048.0,62.4,0.0,85649.0,77.2,2.0,95.0,22.0,0.0,0.0,18.037331362040288,60,1,False,166.01572927575515,True
28919,8484589,7800.0,7800.0, 36 months,13.67,265.34,B,,MORTGAGE,90000.0,Source Verified,2013-10-01,major_purchase,13.39,0.0,1995-12-01,7.0,1.0,3258.0,44.6,0.0,166592.0,44.6,0.0,100.0,38.0,0.0,0.0,28.025216123534364,36,1,False,214.01671492227766,True
135556,2477198,13750.0,13750.0, 36 months,11.14,451.07,B,6 years,MORTGAGE,50000.0,Verified,2013-01-01,credit_card,31.91,1.0,1996-10-01,16.0,0.0,10375.0,27.7,0.0,178338.0,35.8,0.0,93.0,31.0,0.0,0.0,23.984065381219327,36,1,False,195.02659192180536,True
8577,9584981,18000.0,18000.0, 36 months,11.99,597.78,B,10+ years,MORTGAGE,40000.0,Not Verified,2013-12-01,debt_consolidation,24.6,0.0,2002-05-01,7.0,1.0,11047.0,59.4,0.0,38444.0,77.1,2.0,100.0,17.0,0.0,0.0,9.002238238978213,36,3,True,139.04186944290439,True
379160,12917904,10000.0,10000.0, 36 months,21.18,377.68,E,3 years,RENT,43000.0,Source Verified,2014-03-01,debt_consolidation,16.38,0.0,1999-11-01,11.0,0.0,3979.0,24.1,0.0,12638.0,57.8,1.0,83.3,18.0,0.0,6557.0,13.010534097209389,36,3,True,171.9624632949342,True
251114,29203982,18000.0,18000.0, 36 months,10.15,582.08,B,< 1 year,RENT,62000.0,Source Verified,2014-10-01,debt_consolidation,11.38,0.0,2004-09-01,6.0,0.0,11387.0,51.8,0.0,28220.0,69.1,2.0,100.0,15.0,0.0,0.0,13.996180619725251,36,1,False,120.97168319678022,False
300669,21109755,13000.0,13000.0, 60 months,18.99,337.16,E,10+ years,MORTGAGE,56000.0,Source Verified,2014-07-01,debt_consolidation,19.82,0.0,1986-05-01,7.0,1.0,8136.0,95.7,0.0,42564.0,94.3,0.0,95.5,25.0,0.0,0.0,13.010534097209389,60,3,True,338.0110474547732,True
99658,4805366,18250.0,18250.0, 60 months,14.33,427.78,C,9 years,MORTGAGE,41000.0,Verified,2013-05-01,home_improvement,7.05,0.0,2006-05-01,8.0,0.0,5017.0,43.3,0.0,77148.0,58.2,0.0,100.0,17.0,0.0,0.0,20.041479291155877,60,3,True,84.00993860243537,False
260693,27680966,16000.0,16000.0, 60 months,13.35,366.93,C,10+ years,RENT,54000.0,Source Verified,2014-10-01,debt_consolidation,23.58,0.0,1995-07-01,17.0,0.0,113930.0,26.5,0.0,123805.0,30.4,1.0,100.0,35.0,0.0,0.0,13.996180619725251,60,1,False,231.03554487771822,True
38050,7725795,24375.0,24375.0, 60 months,21.7,669.06,E,1 year,RENT,129000.0,Verified,2013-10-01,debt_consolidation,9.64,0.0,1993-08-01,12.0,0.0,13804.0,89.6,0.0,39243.0,91.4,0.0,93.0,37.0,0.0,0.0,3.0226493357153124,60,3,True,242.00907616172816,False
91735,5444644,25000.0,25000.0, 36 months,14.09,855.54,B,3 years,RENT,95000.0,Verified,2013-06-01,debt_consolidation,17.36,0.0,2002-11-01,12.0,0.0,12700.0,50.8,0.0,57831.0,67.8,1.0,100.0,40.0,0.0,0.0,9.987884761494076,36,1,False,126.98412698412699,True
358541,15469220,30800.0,30800.0, 36 months,7.9,963.74,A,7 years,MORTGAGE,87000.0,Verified,2014-04-01,debt_consolidation,20.44,0.0,1998-10-01,15.0,0.0,28560.0,68.5,0.0,389410.0,61.4,1.0,100.0,37.0,0.0,0.0,22.998418858703463,36,1,False,185.9914987987433,True
117884,3527577,13150.0,13150.0, 60 months,22.95,370.33,F,10+ years,RENT,53000.0,Source Verified,2013-03-01,debt_consolidation,11.91,1.0,1986-08-01,9.0,1.0,10962.0,74.1,0.0,19206.0,95.0,2.0,96.0,31.0,0.0,0.0,16.000328548840837,60,1,False,318.988069570217,False
68615,6416022,22000.0,22000.0, 36 months,20.31,821.08,D,2 years,MORTGAGE,130000.0,Verified,2013-08-01,credit_card,29.29,0.0,1990-09-01,17.0,0.0,22605.0,66.5,0.0,375634.0,86.3,5.0,100.0,46.0,0.0,0.0,7.983736832378488,36,3,True,274.9953797819257,True
80634,5835723,4200.0,4200.0, 36 months,18.75,153.43,D,< 1 year,RENT,89000.0,Not Verified,2013-07-01,medical,20.66,0.0,2006-07-01,11.0,0.0,16984.0,83.7,0.0,35287.0,98.4,0.0,89.0,19.0,0.0,0.0,6.045298671430625,36,1,False,84.00993860243537,True
214791,34342955,25000.0,25000.0, 36 months,13.66,850.32,C,< 1 year,RENT,60000.0,Source Verified,2014-11-01,debt_consolidation,30.92,0.0,1999-02-01,9.0,0.0,35402.0,69.6,0.0,59739.0,66.7,1.0,100.0,25.0,0.0,0.0,16.9859750713567,36,1,False,188.98129325037476,True
39589,7382235,35000.0,35000.0, 36 months,15.61,1223.77,C,9 years,RENT,125000.0,Source Verified,2013-10-01,debt_consolidation,22.08,0.0,1990-01-01,14.0,0.0,71377.0,63.5,0.0,76618.0,71.7,0.0,91.0,23.0,0.0,216.0,15.014682026324977,36,1,False,284.9832645434198,True
366920,14368358,1400.0,1400.0, 36 months,16.59,49.63,D,4 years,OWN,48000.0,Not Verified,2014-04-01,medical,19.58,0.0,2006-09-01,9.0,0.0,8043.0,44.9,0.0,34259.0,97.8,0.0,88.9,18.0,0.0,233.0,22.998418858703463,36,1,False,90.97517402821413,True
51260,7154601,5000.0,5000.0, 36 months,9.71,160.66,B,6 years,OWN,30200.0,Not Verified,2013-09-01,debt_consolidation,28.45,0.0,2004-09-01,8.0,0.0,3649.0,24.0,0.0,21726.0,34.4,2.0,100.0,15.0,0.0,0.0,14.981827142241114,36,1,False,107.9940039836547,True
112030,3808903,20500.0,20500.0, 60 months,21.0,554.6,E,10+ years,RENT,46000.0,Verified,2013-04-01,debt_consolidation,20.82,0.0,1994-01-01,10.0,0.0,26048.0,79.3,0.0,36989.0,81.1,1.0,100.0,41.0,0.0,0.0,4.008295858231175,60,3,True,230.9698351095505,False
294321,22403314,11675.0,11675.0, 60 months,18.99,302.8,E,2 years,OWN,28000.0,Source Verified,2014-07-01,credit_card,34.76,0.0,2006-05-01,12.0,1.0,5508.0,51.0,0.0,27430.0,65.1,1.0,100.0,14.0,0.0,1173.0,7.983736832378488,60,3,True,98.00611922216062,True
135937,2484725,9600.0,9600.0, 36 months,13.11,323.98,B,6 years,RENT,48000.0,Source Verified,2012-12-01,debt_consolidation,15.3,0.0,2009-10-01,4.0,0.0,5414.0,84.6,0.0,14511.0,81.9,0.0,100.0,6.0,0.0,0.0,9.002238238978213,36,3,True,38.01310088502844,True
114328,3706423,10000.0,10000.0, 36 months,18.49,363.99,D,8 years,MORTGAGE,65000.0,Verified,2013-03-01,other,20.33,0.0,2006-09-01,10.0,0.0,8811.0,93.7,0.0,360724.0,95.5,0.0,100.0,13.0,0.0,0.0,36.008952955912854,36,1,False,77.96463993100474,True
403319,11626083,30000.0,30000.0, 36 months,18.25,1088.34,D,6 years,MORTGAGE,87060.0,Verified,2014-02-01,credit_card,20.34,0.0,2002-09-01,7.0,0.0,28795.0,95.0,0.0,293392.0,100.9,3.0,100.0,22.0,0.0,0.0,5.946734019179039,36,1,False,137.0377215137888,True
104875,4324923,35000.0,35000.0, 60 months,19.05,908.89,D,2 years,RENT,98000.0,Source Verified,2013-04-01,credit_card,9.1,0.0,2003-02-01,4.0,0.0,32428.0,70.2,0.0,32428.0,70.2,0.0,100.0,13.0,0.0,0.0,33.0191585042814,60,1,False,121.95732971929608,False
339898,17293223,10500.0,10500.0, 36 months,13.35,355.56,C,4 years,RENT,85000.0,Not Verified,2014-05-01,debt_consolidation,17.55,0.0,1995-06-01,9.0,0.0,15410.0,80.3,0.0,42014.0,99.7,1.0,100.0,27.0,0.0,0.0,20.041479291155877,36,1,False,226.99439413540318,False
151363,1562328,4750.0,4750.0, 36 months,8.9,150.83,A,2 years,MORTGAGE,20000.0,Source Verified,2012-10-01,car,10.5,0.0,2001-11-01,13.0,0.0,6315.0,78.9,0.0,136281.0,94.0,0.0,100.0,16.0,0.0,0.0,35.97609807182899,36,1,False,130.99242284235817,True
407548,11455314,8000.0,8000.0, 36 months,10.99,261.88,B,3 years,RENT,49400.0,Verified,2014-01-01,debt_consolidation,32.9,0.0,1998-06-01,14.0,0.0,15140.0,68.2,0.0,42419.0,0.0,2.0,97.7,45.0,0.0,0.0,21.979917452103738,36,3,True,187.0428550894269,True
248608,29283982,24925.0,24925.0, 60 months,20.99,674.17,E,10+ years,MORTGAGE,94000.0,Verified,2014-10-01,debt_consolidation,37.39,0.0,1994-03-01,13.0,0.0,39039.0,98.3,0.0,400749.0,97.8,1.0,100.0,29.0,0.0,0.0,7.983736832378488,60,3,True,247.03587342655908,True
108053,3932849,23000.0,23000.0, 36 months,14.33,789.78,C,4 years,OWN,83000.0,Source Verified,2013-04-01,debt_consolidation,14.2,0.0,2002-04-01,10.0,0.0,14300.0,45.7,0.0,38613.0,72.8,1.0,100.0,22.0,0.0,0.0,36.008952955912854,36,1,False,132.01092424895788,True
93386,5125495,27050.0,27050.0, 36 months,13.11,912.86,B,3 years,MORTGAGE,100000.0,Verified,2013-05-01,debt_consolidation,5.83,0.0,2003-04-01,13.0,0.0,19084.0,48.1,0.0,445152.0,42.5,1.0,92.0,27.0,0.0,0.0,37.02745436251258,36,1,False,121.00453808086408,True
147756,1635383,4000.0,4000.0, 36 months,8.9,127.02,A,5 years,RENT,80000.0,Not Verified,2012-10-01,debt_consolidation,3.9,0.0,2000-04-01,8.0,0.0,5376.0,40.5,0.0,15412.0,40.5,2.0,96.0,26.0,0.0,0.0,4.9610874966631755,36,3,True,150.01540072691432,True
235904,31337199,7200.0,7200.0, 36 months,8.39,226.92,A,10+ years,MORTGAGE,99056.0,Source Verified,2014-10-01,debt_consolidation,15.24,0.0,2001-07-01,25.0,0.0,10580.0,23.5,0.0,327610.0,23.8,0.0,100.0,59.0,0.0,819.0,3.0226493357153124,36,1,False,159.01763896589253,True
208514,34431989,8000.0,8000.0, 36 months,6.03,243.49,A,9 years,MORTGAGE,110000.0,Not Verified,2014-11-01,debt_consolidation,11.51,0.0,1991-08-01,9.0,0.0,12506.0,74.0,0.0,322721.0,83.5,0.0,100.0,18.0,0.0,0.0,11.992032690609664,36,1,False,279.03653052424073,True
47752,7275309,19000.0,19000.0, 60 months,15.1,453.01,C,4 years,RENT,72000.0,Verified,2013-09-01,debt_consolidation,8.78,0.0,1995-12-01,10.0,0.0,16219.0,49.0,0.0,19803.0,63.4,0.0,96.0,32.0,0.0,0.0,10.973531284009939,60,3,True,213.0310683997618,False
129192,3159632,30000.0,30000.0, 36 months,10.16,970.28,B,3 years,RENT,128000.0,Verified,2013-01-01,credit_card,21.18,0.0,1992-09-01,23.0,0.0,28124.0,82.2,0.0,348071.0,85.4,0.0,100.0,58.0,0.0,0.0,7.983736832378488,36,3,True,244.01322409084375,True
269526,26379409,9000.0,9000.0, 36 months,18.99,329.86,E,8 years,RENT,28000.0,Not Verified,2014-09-01,debt_consolidation,28.89,1.0,2001-09-01,23.0,0.0,5883.0,26.9,0.0,27293.0,30.5,2.0,93.1,29.0,0.0,0.0,19.975769522988152,36,1,False,155.9949896301772,True
247103,27882031,13000.0,13000.0, 36 months,11.67,429.74,B,10+ years,MORTGAGE,50825.0,Not Verified,2014-10-01,debt_consolidation,20.31,1.0,1983-04-01,12.0,1.0,6238.0,44.2,0.0,89548.0,44.2,2.0,85.7,28.0,0.0,0.0,16.9859750713567,36,1,False,378.02829626891725,True
114211,3705529,8000.0,8000.0, 36 months,12.12,266.18,B,1 year,RENT,52500.0,Not Verified,2013-03-01,debt_consolidation,10.19,0.0,2008-05-01,9.0,0.0,8643.0,39.1,0.0,17645.0,42.2,1.0,100.0,10.0,0.0,0.0,27.00671471693464,36,1,False,57.988870408016595,True
188890,37641239,7275.0,7275.0, 36 months,15.99,255.74,D,,RENT,18372.0,Verified,2014-12-01,debt_consolidation,33.57,0.0,2006-01-01,9.0,0.0,13900.0,49.1,0.0,16022.0,54.5,1.0,100.0,15.0,0.0,0.0,13.010534097209389,36,3,True,106.97550257705497,True
55801,6886107,13000.0,13000.0, 36 months,15.22,452.06,C,,RENT,49000.0,Verified,2013-09-01,credit_card,31.71,0.0,2002-01-01,17.0,2.0,12081.0,30.7,0.0,51381.0,28.3,2.0,100.0,24.0,0.0,0.0,5.0267972648309,36,1,False,139.99466108133637,True
42729,7456419,21000.0,21000.0, 60 months,15.61,506.34,C,7 years,RENT,50000.0,Source Verified,2013-10-01,debt_consolidation,14.48,0.0,2006-04-01,9.0,0.0,10541.0,30.6,0.0,27456.0,47.3,3.0,100.0,22.0,0.0,0.0,11.006386168093801,60,3,True,90.02238238978214,False
72653,6170893,14500.0,14500.0, 60 months,19.52,380.3,D,9 years,RENT,55000.0,Verified,2013-07-01,debt_consolidation,13.51,0.0,2003-04-01,5.0,0.0,7666.0,50.4,0.0,35718.0,59.1,3.0,96.0,27.0,0.0,0.0,5.0267972648309,60,3,True,123.00868600997967,True
310399,20808795,19500.0,19500.0, 60 months,13.35,447.19,C,10+ years,MORTGAGE,48000.0,Not Verified,2014-07-01,debt_consolidation,27.55,0.0,1998-03-01,16.0,0.0,14978.0,59.9,0.0,138802.0,49.0,1.0,100.0,25.0,0.0,0.0,16.0331834329247,60,3,True,196.01223844432124,False
1696,9404933,31300.0,31300.0, 36 months,16.99,1115.78,D,9 years,MORTGAGE,250000.0,Verified,2013-12-01,small_business,10.94,1.0,1996-10-01,25.0,0.0,4937.0,10.1,0.0,240380.0,13.4,0.0,82.4,51.0,0.0,0.0,7.983736832378488,36,3,True,206.00012320581533,False
157673,1506555,4725.0,4725.0, 36 months,13.11,159.46,B,7 years,MORTGAGE,78000.0,Verified,2012-09-01,home_improvement,8.91,0.0,2001-12-01,12.0,1.0,7872.0,41.7,0.0,133321.0,55.5,2.0,100.0,22.0,0.0,0.0,17.938766709788702,36,3,True,129.02112979732644,True
118855,3294571,18000.0,18000.0, 36 months,10.16,582.17,B,1 year,RENT,68000.0,Not Verified,2013-03-01,debt_consolidation,17.83,0.0,1991-06-01,14.0,0.0,28250.0,42.5,0.0,189595.0,63.9,0.0,93.0,32.0,0.0,0.0,37.02745436251258,36,1,False,260.99919916220045,True
115437,3644085,10625.0,10625.0, 36 months,15.8,372.5,C,5 years,RENT,32000.0,Not Verified,2013-03-01,debt_consolidation,24.79,0.0,2000-10-01,10.0,0.0,9554.0,93.7,0.0,28596.0,89.8,0.0,96.0,31.0,0.0,0.0,4.008295858231175,36,3,True,148.96404443623072,True
334935,17815137,12000.0,12000.0, 36 months,7.12,371.19,A,< 1 year,RENT,40000.0,Not Verified,2014-06-01,credit_card,12.21,0.0,2003-01-01,9.0,0.0,9068.0,60.7,0.0,19270.0,61.8,0.0,100.0,14.0,0.0,0.0,12.977679213125526,36,3,True,136.97201174562105,True
149283,1605930,5500.0,5500.0, 36 months,12.12,183.0,B,2 years,MORTGAGE,64515.0,Not Verified,2012-10-01,home_improvement,24.83,1.0,2002-09-01,9.0,0.0,12363.0,43.5,0.0,193019.0,98.7,2.0,100.0,29.0,0.0,0.0,33.9719501427134,36,1,False,121.00453808086408,True
62465,6605809,7100.0,7100.0, 36 months,15.22,246.89,C,3 years,MORTGAGE,42000.0,Not Verified,2013-08-01,debt_consolidation,23.02,0.0,2000-12-01,11.0,0.0,6331.0,49.5,0.0,41953.0,49.5,1.0,100.0,21.0,0.0,1502.0,20.961416045504013,36,3,True,151.98669377194602,True
79327,5945428,10000.0,10000.0, 36 months,15.22,347.74,C,< 1 year,RENT,45000.0,Source Verified,2013-07-01,credit_card,16.27,0.0,1998-02-01,8.0,0.0,8575.0,61.7,0.0,29858.0,60.1,2.0,94.0,17.0,0.0,0.0,6.045298671430625,36,3,True,184.94014250805972,True
103110,4299846,20125.0,20125.0, 60 months,17.27,503.09,C,10+ years,MORTGAGE,45000.0,Verified,2013-04-01,debt_consolidation,17.28,0.0,2004-08-01,9.0,0.0,14035.0,58.0,0.0,91875.0,79.6,1.0,100.0,21.0,0.0,0.0,12.977679213125526,60,3,True,103.98570812542351,True
109690,3774586,7000.0,7000.0, 36 months,7.62,218.13,A,10+ years,MORTGAGE,100000.0,Source Verified,2013-04-01,credit_card,4.22,0.0,1995-06-01,9.0,0.0,22659.0,51.6,0.0,401145.0,51.6,0.0,100.0,24.0,0.0,301.0,9.035093123062076,36,1,False,214.01671492227766,False
124654,3285336,15600.0,15600.0, 36 months,12.12,519.04,B,2 years,RENT,85000.0,Verified,2013-02-01,debt_consolidation,15.7,0.0,1997-04-01,17.0,0.0,27852.0,70.5,0.0,59430.0,92.2,0.0,97.0,47.0,0.0,0.0,8.969383354894351,36,3,True,190.0655044251422,True
372135,13427736,10000.0,10000.0, 36 months,13.65,340.08,C,2 years,OWN,30000.0,Source Verified,2014-04-01,credit_card,25.12,0.0,2000-11-01,9.0,0.0,10419.0,68.5,0.0,13852.0,109.9,0.0,94.7,38.0,0.0,0.0,22.045627220271463,36,3,True,160.9560771268404,True
108624,4165067,10000.0,10000.0, 36 months,15.31,348.18,C,10+ years,RENT,37000.0,Verified,2013-04-01,debt_consolidation,32.53,0.0,2002-11-01,21.0,0.0,27015.0,74.2,0.0,34160.0,85.9,0.0,100.0,34.0,0.0,0.0,14.981827142241114,36,3,True,124.9799790550114,True
