,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
14414,-117.98,33.73,22.0,4232.0,624.0,2408.0,660.0,6.6539,<1H OCEAN
1672,-117.53,34.02,19.0,256.0,34.0,101.0,28.0,5.3269,INLAND
16486,-118.94,37.13,12.0,2255.0,472.0,1006.0,334.0,4.1563,INLAND
5882,-121.5,38.57,41.0,1124.0,344.0,807.0,316.0,1.4712,INLAND
2606,-118.18,34.06,27.0,2025.0,565.0,2189.0,577.0,2.6083,<1H OCEAN
9901,-116.99,32.72,14.0,1771.0,301.0,1046.0,284.0,4.775,<1H OCEAN
8911,-118.06,34.17,38.0,2726.0,398.0,1059.0,380.0,7.2419,INLAND
20149,-118.29,33.93,41.0,896.0,198.0,605.0,168.0,2.2778,<1H OCEAN
7614,-120.99,39.18,23.0,2550.0,457.0,1016.0,405.0,3.6607,INLAND
15015,-121.48,38.53,38.0,1451.0,315.0,786.0,340.0,2.3487,INLAND
9805,-117.22,32.75,24.0,3914.0,985.0,2147.0,874.0,2.9735,NEAR OCEAN
14676,-119.29,34.37,41.0,1408.0,311.0,793.0,264.0,2.5441,NEAR OCEAN
3728,-121.98,37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,<1H OCEAN
14201,-122.64,38.48,19.0,3244.0,449.0,1174.0,454.0,5.8369,<1H OCEAN
3580,-117.75,34.05,35.0,1293.0,339.0,1494.0,312.0,1.6645,INLAND
4489,-119.64,36.35,30.0,1765.0,310.0,746.0,298.0,2.8125,INLAND
12553,-117.69,33.66,11.0,2630.0,327.0,1256.0,352.0,8.2953,<1H OCEAN
10448,-118.44,33.95,37.0,2076.0,332.0,771.0,327.0,6.2551,<1H OCEAN
8347,-121.31,38.68,16.0,5179.0,1271.0,2181.0,1151.0,2.1009,INLAND
12477,-122.56,37.9,48.0,1550.0,253.0,641.0,276.0,8.634,NEAR BAY
6292,-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,<1H OCEAN
15684,-119.29,36.55,21.0,2467.0,520.0,1721.0,515.0,2.5521,INLAND
16762,-122.23,37.76,52.0,2269.0,323.0,805.0,321.0,4.7188,NEAR BAY
8569,-118.23,33.95,42.0,705.0,173.0,739.0,140.0,0.9166,<1H OCEAN
1203,-119.62,36.35,10.0,3674.0,734.0,1864.0,718.0,2.6145,INLAND
20628,-121.48,39.1,19.0,2043.0,421.0,1018.0,390.0,2.5952,INLAND
12979,-120.25,38.55,15.0,4403.0,891.0,1103.0,433.0,3.0125,INLAND
17433,-119.33,36.31,17.0,2401.0,409.0,1100.0,409.0,4.0577,INLAND
20595,-121.56,39.16,12.0,3349.0,642.0,2029.0,619.0,2.9647,INLAND
12580,-122.26,38.1,30.0,3317.0,1058.0,1794.0,990.0,1.1835,NEAR BAY
2880,-122.36,38.4,16.0,2716.0,546.0,898.0,500.0,2.2536,INLAND
9229,-118.61,34.15,32.0,4491.0,815.0,1696.0,749.0,4.9102,<1H OCEAN
17428,-122.11,37.41,27.0,5110.0,1599.0,2764.0,1482.0,3.4198,NEAR BAY
5752,-122.14,37.67,37.0,3156.0,534.0,1495.0,543.0,4.8125,NEAR BAY
3250,-116.91,32.86,15.0,3153.0,628.0,1633.0,527.0,3.6898,<1H OCEAN
12634,-122.55,38.01,27.0,3966.0,577.0,1657.0,611.0,6.3314,NEAR BAY
9857,-121.95,36.6,32.0,3152.0,504.0,793.0,426.0,7.1198,NEAR OCEAN
12988,-117.17,32.73,52.0,1578.0,487.0,879.0,446.0,2.4069,NEAR OCEAN
8384,-119.72,36.81,15.0,2175.0,564.0,1194.0,482.0,2.6767,INLAND
15926,-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,NEAR BAY
15705,-122.19,37.75,28.0,856.0,189.0,435.0,162.0,0.8012,NEAR BAY
17837,-121.27,37.95,43.0,557.0,165.0,573.0,144.0,1.7212,INLAND
5177,-118.31,34.07,28.0,2362.0,949.0,2759.0,894.0,2.2364,<1H OCEAN
2172,-118.0,33.82,24.0,3002.0,644.0,1495.0,634.0,3.1087,<1H OCEAN
18122,-122.53,37.97,37.0,1340.0,322.0,621.0,314.0,3.5588,NEAR BAY
13829,-118.85,34.18,11.0,5873.0,1455.0,3089.0,1365.0,3.5504,<1H OCEAN
19027,-118.5,34.19,26.0,2156.0,509.0,1142.0,470.0,4.0,<1H OCEAN
5109,-122.08,37.87,24.0,6130.0,1359.0,1750.0,1286.0,2.9167,NEAR BAY
17447,-121.88,37.44,20.0,1351.0,372.0,1427.0,394.0,4.4712,<1H OCEAN
14186,-121.38,38.59,36.0,1239.0,237.0,764.0,222.0,3.0156,INLAND
10680,-117.78,33.68,14.0,1750.0,336.0,852.0,300.0,4.6793,<1H OCEAN
4909,-121.96,37.94,26.0,3084.0,505.0,1557.0,501.0,5.1582,INLAND
10999,-118.14,33.79,45.0,1519.0,263.0,681.0,267.0,4.6452,NEAR OCEAN
15502,-122.18,37.76,49.0,2308.0,452.0,1299.0,451.0,1.8407,NEAR BAY
6361,-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.108,INLAND
9762,-121.87,37.39,16.0,2655.0,487.0,1862.0,448.0,6.057,<1H OCEAN
17128,-118.3,34.09,32.0,2202.0,674.0,2178.0,635.0,2.0307,<1H OCEAN
6964,-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3.0294,INLAND
2665,-119.25,35.75,36.0,1598.0,443.0,1658.0,417.0,1.517,INLAND
7275,-118.35,34.05,47.0,2815.0,679.0,1533.0,594.0,2.5806,<1H OCEAN
6316,-121.49,39.52,25.0,848.0,153.0,436.0,155.0,3.9028,INLAND
19353,-121.92,36.61,29.0,3735.0,808.0,1873.0,757.0,3.1543,NEAR OCEAN
1714,-122.0,37.36,19.0,2237.0,433.0,1158.0,426.0,6.7718,<1H OCEAN
12464,-118.25,33.89,36.0,1527.0,309.0,1154.0,279.0,3.3095,<1H OCEAN
10897,-116.97,32.83,23.0,149.0,32.0,101.0,34.0,2.6458,<1H OCEAN
14271,-118.17,33.77,25.0,4405.0,1262.0,2178.0,1090.0,3.0503,NEAR OCEAN
10622,-117.99,33.79,29.0,2470.0,560.0,1589.0,513.0,3.1801,<1H OCEAN
8149,-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2.3641,NEAR OCEAN
14058,-118.03,33.85,30.0,2320.0,448.0,1434.0,452.0,4.0865,<1H OCEAN
596,-117.11,32.69,34.0,1144.0,295.0,1271.0,302.0,2.09,NEAR OCEAN
6946,-119.32,36.62,15.0,1070.0,256.0,1070.0,243.0,1.5642,INLAND
94,-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,NEAR BAY
11464,-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,<1H OCEAN
16962,-117.64,34.08,37.0,2576.0,468.0,1284.0,428.0,3.3958,INLAND
20606,-121.57,39.12,30.0,2601.0,534.0,1702.0,506.0,2.08,INLAND
11404,-116.97,33.94,29.0,3197.0,632.0,1722.0,603.0,3.0432,INLAND
14262,-117.12,32.8,29.0,2863.0,534.0,1392.0,522.0,3.8719,NEAR OCEAN
2848,-119.16,34.27,24.0,1824.0,331.0,1049.0,320.0,5.9181,NEAR OCEAN
31,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,NEAR BAY
10465,-122.23,40.15,14.0,2297.0,573.0,1637.0,551.0,1.787,INLAND
18171,-117.27,34.42,9.0,5643.0,1005.0,3166.0,957.0,3.2077,INLAND
10356,-120.08,36.97,13.0,3356.0,589.0,1458.0,601.0,3.8257,INLAND
12753,-117.82,33.73,27.0,1270.0,258.0,809.0,264.0,5.0162,<1H OCEAN
12838,-122.64,38.24,52.0,1621.0,393.0,635.0,349.0,2.5202,<1H OCEAN
11496,-121.82,36.61,24.0,2437.0,438.0,1430.0,444.0,3.8015,<1H OCEAN
8327,-120.84,37.48,10.0,2874.0,612.0,1960.0,596.0,2.7381,INLAND
1710,-122.1,37.71,27.0,6740.0,1073.0,2723.0,1035.0,5.2131,NEAR BAY
20290,-121.53,38.58,35.0,1316.0,321.0,732.0,336.0,2.1213,INLAND
13153,-119.22,34.34,29.0,3128.0,672.0,1815.0,648.0,2.9821,NEAR OCEAN
627,-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,NEAR BAY
9644,-122.21,37.46,40.0,1777.0,207.0,577.0,207.0,15.0001,NEAR OCEAN
4945,-118.31,33.81,23.0,3942.0,748.0,1679.0,711.0,4.1169,<1H OCEAN
6866,-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,NEAR BAY
6457,-119.73,34.45,44.0,2261.0,328.0,763.0,294.0,6.7449,<1H OCEAN
4258,-117.17,34.28,13.0,4867.0,718.0,780.0,250.0,7.1997,INLAND
10870,-122.04,37.6,17.0,3314.0,638.0,1873.0,602.0,4.3875,NEAR BAY
2065,-118.22,33.83,43.0,1426.0,272.0,871.0,276.0,3.7083,<1H OCEAN
6455,-118.33,34.09,36.0,654.0,186.0,416.0,138.0,3.6953,<1H OCEAN
3898,-121.14,38.84,22.0,2750.0,433.0,1161.0,428.0,4.2143,INLAND
9298,-117.85,33.75,27.0,2311.0,632.0,2936.0,609.0,2.5651,<1H OCEAN
8991,-119.06,35.94,18.0,3501.0,721.0,2009.0,660.0,2.6576,INLAND
7234,-119.67,36.82,2.0,2579.0,376.0,1133.0,342.0,4.5577,INLAND
1788,-121.99,38.36,35.0,2728.0,451.0,1290.0,452.0,3.2768,INLAND
14821,-117.65,33.65,15.0,3485.0,519.0,1740.0,485.0,6.7543,<1H OCEAN
17173,-121.89,37.34,43.0,1423.0,467.0,1013.0,428.0,1.6708,<1H OCEAN
14636,-118.36,33.95,42.0,1116.0,303.0,1082.0,299.0,3.7237,<1H OCEAN
13102,-120.31,38.02,11.0,2366.0,398.0,1046.0,387.0,3.8203,INLAND
18990,-121.63,36.71,19.0,5015.0,1013.0,3251.0,940.0,3.9818,<1H OCEAN
15607,-121.92,36.61,27.0,3044.0,661.0,1229.0,618.0,3.1359,NEAR OCEAN
17649,-117.3,34.15,45.0,942.0,166.0,401.0,174.0,3.8594,INLAND
13661,-120.61,37.36,16.0,638.0,,380.0,132.0,1.9135,INLAND
4196,-117.9,33.75,28.0,1346.0,291.0,1575.0,278.0,3.425,<1H OCEAN
1610,-117.63,34.1,15.0,4799.0,1209.0,2554.0,1057.0,2.6582,INLAND
5340,-118.2,34.07,21.0,1353.0,380.0,1688.0,367.0,1.9937,<1H OCEAN
5891,-117.48,33.94,29.0,1625.0,336.0,1046.0,320.0,3.1985,INLAND
15810,-118.15,33.84,37.0,1508.0,252.0,635.0,241.0,3.75,<1H OCEAN
12437,-117.91,33.94,15.0,5799.0,842.0,2314.0,787.0,6.3433,<1H OCEAN
16531,-118.48,34.23,30.0,1762.0,263.0,761.0,292.0,6.5268,<1H OCEAN
6662,-118.2,33.87,26.0,703.0,202.0,757.0,212.0,2.525,<1H OCEAN
9155,-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,NEAR BAY
8218,-121.66,36.71,27.0,4131.0,886.0,2002.0,815.0,3.2929,<1H OCEAN
19531,-118.06,33.99,47.0,1588.0,309.0,827.0,292.0,3.7833,<1H OCEAN
19557,-122.43,37.71,52.0,1508.0,278.0,1138.0,304.0,4.0234,NEAR BAY
9542,-118.29,34.0,6.0,1487.0,468.0,1509.0,403.0,1.4639,<1H OCEAN
2390,-118.35,33.86,24.0,2139.0,481.0,971.0,418.0,4.3859,<1H OCEAN
2169,-122.02,36.97,29.0,2568.0,747.0,1743.0,659.0,1.9286,NEAR OCEAN
18046,-118.47,34.25,34.0,1732.0,399.0,1120.0,401.0,4.1492,<1H OCEAN
19885,-117.05,34.89,36.0,1199.0,260.0,665.0,229.0,3.7065,INLAND
1523,-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,<1H OCEAN
9373,-119.09,36.35,21.0,3146.0,595.0,1580.0,513.0,2.7857,INLAND
5706,-122.52,37.95,33.0,4448.0,631.0,1675.0,628.0,7.8904,NEAR BAY
9068,-122.4,40.51,20.0,1750.0,352.0,834.0,340.0,2.485,INLAND
307,-122.7,39.0,18.0,793.0,148.0,186.0,59.0,2.3125,INLAND
2938,-117.34,33.96,15.0,6437.0,1298.0,2805.0,1205.0,4.1883,INLAND
12931,-117.94,33.77,33.0,2964.0,747.0,2235.0,718.0,3.2591,<1H OCEAN
19222,-118.21,33.98,37.0,788.0,215.0,883.0,221.0,2.6818,<1H OCEAN
3853,-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2.3636,<1H OCEAN
9291,-121.01,37.64,36.0,1981.0,507.0,1998.0,468.0,1.9013,INLAND
3022,-117.8,33.55,35.0,2067.0,428.0,724.0,377.0,5.8371,<1H OCEAN
14686,-118.32,34.08,52.0,2370.0,473.0,1053.0,434.0,4.1429,<1H OCEAN
2326,-118.18,33.97,30.0,2887.0,866.0,2806.0,830.0,2.2122,<1H OCEAN
13689,-117.64,33.48,12.0,2007.0,397.0,1033.0,373.0,5.6754,<1H OCEAN
2001,-117.08,32.57,18.0,2203.0,544.0,1943.0,497.0,2.25,NEAR OCEAN
10589,-121.19,37.93,27.0,1621.0,363.0,909.0,345.0,2.1513,INLAND
13227,-118.01,33.88,19.0,1434.0,391.0,1088.0,341.0,3.369,<1H OCEAN
7792,-117.97,33.73,18.0,3698.0,574.0,2046.0,614.0,6.2984,<1H OCEAN
14603,-121.33,38.04,10.0,1421.0,204.0,657.0,209.0,5.1878,INLAND
15117,-120.99,37.67,16.0,568.0,124.0,307.0,116.0,2.1518,INLAND
3892,-118.35,33.95,30.0,2661.0,765.0,2324.0,724.0,3.0519,<1H OCEAN
11075,-118.32,33.93,34.0,1536.0,273.0,804.0,287.0,4.9615,<1H OCEAN
14932,-122.11,37.38,36.0,3598.0,500.0,1296.0,533.0,7.8177,NEAR BAY
8460,-120.83,37.76,21.0,435.0,96.0,219.0,83.0,2.9125,INLAND
8477,-117.0,32.76,31.0,2545.0,373.0,956.0,342.0,4.3977,<1H OCEAN
4608,-117.14,32.76,32.0,2587.0,681.0,1246.0,650.0,2.1727,NEAR OCEAN
17205,-118.32,33.35,27.0,1675.0,521.0,744.0,331.0,2.1579,ISLAND
1318,-118.19,34.65,33.0,1781.0,326.0,913.0,314.0,3.9963,INLAND
18318,-117.9,33.73,31.0,1171.0,306.0,1690.0,301.0,3.2639,<1H OCEAN
5218,-121.31,37.96,48.0,1112.0,227.0,583.0,216.0,2.3393,INLAND
17945,-118.17,33.82,50.0,3587.0,693.0,1513.0,651.0,5.5106,NEAR OCEAN
17928,-118.25,34.23,35.0,2839.0,592.0,1413.0,538.0,4.1667,<1H OCEAN
16537,-121.94,37.34,36.0,3142.0,632.0,1372.0,560.0,5.0175,<1H OCEAN
12171,-117.86,33.72,32.0,1461.0,340.0,1909.0,346.0,3.5511,<1H OCEAN
7571,-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,<1H OCEAN
2781,-118.2,33.8,45.0,2456.0,495.0,1300.0,450.0,3.9792,NEAR OCEAN
2714,-122.43,37.8,52.0,1006.0,251.0,349.0,233.0,3.2235,NEAR BAY
10761,-117.88,33.77,31.0,2549.0,355.0,1044.0,362.0,6.9737,<1H OCEAN
9069,-121.59,37.01,16.0,6637.0,1171.0,3575.0,1162.0,4.3227,INLAND
20412,-118.18,33.89,25.0,5896.0,1464.0,4149.0,1362.0,2.6742,<1H OCEAN
1401,-117.63,33.5,12.0,3619.0,536.0,1506.0,492.0,7.2013,<1H OCEAN
18994,-118.41,34.26,38.0,870.0,205.0,1065.0,222.0,2.5313,<1H OCEAN
8802,-120.26,37.11,33.0,1097.0,254.0,627.0,253.0,1.2794,INLAND
3909,-121.79,37.32,20.0,3034.0,451.0,1669.0,430.0,6.2742,<1H OCEAN
16661,-118.31,34.17,12.0,3188.0,931.0,2118.0,850.0,3.1823,<1H OCEAN
7688,-122.07,37.97,20.0,1705.0,353.0,856.0,341.0,3.7262,NEAR BAY
3786,-121.05,37.65,5.0,3096.0,545.0,1760.0,519.0,4.5701,INLAND
1986,-118.22,33.89,36.0,873.0,240.0,1086.0,217.0,2.25,<1H OCEAN
251,-118.37,33.85,29.0,3662.0,586.0,1626.0,611.0,6.3974,<1H OCEAN
16852,-122.07,37.7,32.0,3400.0,736.0,1487.0,694.0,3.0,NEAR BAY
15882,-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,<1H OCEAN
7677,-118.62,34.06,25.0,3546.0,584.0,1530.0,601.0,7.4001,NEAR OCEAN
6976,-121.99,37.56,20.0,6462.0,1294.0,3288.0,1235.0,4.3393,<1H OCEAN
2571,-122.67,38.31,28.0,1915.0,419.0,930.0,342.0,3.7875,<1H OCEAN
4183,-122.32,37.93,40.0,1141.0,213.0,434.0,196.0,3.9464,NEAR BAY
11198,-122.03,37.25,34.0,2892.0,413.0,903.0,365.0,7.8711,<1H OCEAN
3938,-117.3,33.07,14.0,2670.0,426.0,1034.0,407.0,6.4247,NEAR OCEAN
15465,-118.17,34.04,39.0,563.0,138.0,682.0,137.0,2.75,<1H OCEAN
5373,-122.09,37.36,37.0,2269.0,325.0,930.0,321.0,7.5274,NEAR BAY
16358,-122.05,37.37,27.0,3885.0,661.0,1537.0,606.0,6.6085,<1H OCEAN
5141,-121.89,39.76,15.0,10265.0,1860.0,4591.0,1906.0,3.07,INLAND
15312,-118.27,34.13,46.0,1613.0,396.0,966.0,416.0,2.9392,<1H OCEAN
1338,-117.11,32.77,52.0,1506.0,233.0,478.0,240.0,4.3875,NEAR OCEAN
16245,-122.51,37.99,32.0,4138.0,632.0,1541.0,626.0,5.5791,NEAR BAY
5921,-118.11,33.94,36.0,1949.0,319.0,909.0,325.0,5.1587,<1H OCEAN
9988,-118.27,33.98,44.0,1722.0,457.0,2177.0,401.0,2.125,<1H OCEAN
11654,-118.91,36.79,19.0,1616.0,324.0,187.0,80.0,3.7857,INLAND
3497,-118.45,34.06,20.0,3367.0,1264.0,2667.0,1131.0,2.2444,<1H OCEAN
14075,-121.46,38.6,29.0,1978.0,538.0,823.0,490.0,1.9688,INLAND
19240,-121.62,39.11,5.0,2320.0,502.0,1245.0,489.0,3.2465,INLAND
5395,-116.37,33.19,12.0,4890.0,1152.0,1289.0,570.0,2.5795,INLAND
18920,-121.91,37.46,26.0,2762.0,496.0,1716.0,459.0,5.6062,<1H OCEAN
2750,-117.95,34.05,35.0,1309.0,276.0,1113.0,253.0,4.375,<1H OCEAN
11796,-122.42,37.76,52.0,2088.0,487.0,1082.0,488.0,2.6803,NEAR BAY
14893,-124.05,40.85,31.0,2414.0,428.0,1005.0,401.0,3.5156,NEAR OCEAN
16590,-117.3,34.52,34.0,4493.0,838.0,2335.0,779.0,3.1635,INLAND
3436,-118.99,34.23,9.0,10618.0,1617.0,4830.0,1606.0,6.6246,<1H OCEAN
5312,-118.38,33.81,39.0,2400.0,373.0,877.0,372.0,5.7361,NEAR OCEAN
12539,-122.87,39.13,15.0,1927.0,427.0,810.0,321.0,1.6369,INLAND
11526,-121.45,38.56,51.0,1250.0,235.0,452.0,232.0,2.625,INLAND
17412,-117.24,33.34,17.0,2866.0,442.0,1354.0,431.0,4.5764,<1H OCEAN
15019,-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667,<1H OCEAN
3616,-121.78,37.68,17.0,3112.0,872.0,1392.0,680.0,3.0222,INLAND
5203,-117.08,33.03,10.0,2296.0,450.0,818.0,405.0,4.3424,<1H OCEAN
2386,-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417,<1H OCEAN
18704,-118.92,35.37,17.0,3589.0,701.0,1746.0,640.0,2.4919,INLAND
18989,-122.19,37.77,52.0,2170.0,428.0,1086.0,425.0,3.3715,NEAR BAY
5447,-122.41,37.78,52.0,1928.0,836.0,2124.0,739.0,1.1185,NEAR BAY
10863,-118.26,34.13,37.0,1383.0,470.0,1185.0,451.0,2.5,<1H OCEAN
13791,-117.92,33.65,15.0,1309.0,477.0,1330.0,424.0,3.4417,<1H OCEAN
4638,-122.16,37.76,45.0,2299.0,514.0,1437.0,484.0,2.5122,NEAR BAY
16119,-121.83,37.27,8.0,4454.0,1058.0,2595.0,1027.0,4.5615,<1H OCEAN
14428,-121.19,38.85,8.0,4114.0,710.0,2268.0,716.0,4.4085,INLAND
16832,-118.21,33.82,34.0,1719.0,398.0,1444.0,372.0,2.8438,NEAR OCEAN
7132,-116.98,32.74,24.0,977.0,147.0,454.0,169.0,4.9286,<1H OCEAN
18524,-117.86,33.6,30.0,1891.0,364.0,635.0,314.0,6.6265,<1H OCEAN
12900,-122.31,40.75,18.0,1411.0,330.0,494.0,227.0,1.4911,INLAND
5464,-117.25,32.73,37.0,2224.0,331.0,821.0,341.0,6.3331,NEAR OCEAN
16729,-122.58,38.43,10.0,3597.0,661.0,1132.0,639.0,3.9375,<1H OCEAN
11017,-117.48,33.91,22.0,3611.0,666.0,1869.0,649.0,4.2207,INLAND
13934,-119.31,34.7,19.0,961.0,218.0,479.0,138.0,3.3438,INLAND
284,-121.84,37.34,27.0,2512.0,526.0,3033.0,526.0,4.25,<1H OCEAN
1163,-118.42,34.06,52.0,1881.0,334.0,640.0,321.0,6.871,<1H OCEAN
951,-121.26,38.73,14.0,3323.0,499.0,1527.0,540.0,5.3451,INLAND
15954,-117.07,33.72,16.0,4928.0,960.0,2132.0,853.0,2.7983,INLAND
149,-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,5.542,<1H OCEAN
18093,-118.32,34.17,39.0,1995.0,564.0,1202.0,544.0,3.5875,<1H OCEAN
9098,-118.3,33.81,17.0,5544.0,1068.0,3008.0,1038.0,5.322,<1H OCEAN
11543,-121.33,38.03,19.0,1708.0,291.0,906.0,288.0,4.918,INLAND
19461,-122.16,38.07,14.0,6360.0,1236.0,2876.0,1127.0,4.5321,NEAR BAY
6015,-118.11,33.87,15.0,3254.0,598.0,1772.0,618.0,5.0417,<1H OCEAN
16435,-121.31,37.9,38.0,226.0,44.0,125.0,38.0,2.9,INLAND
10738,-116.96,33.75,35.0,3269.0,757.0,2328.0,705.0,2.5898,INLAND
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,NEAR BAY
15400,-122.76,40.4,22.0,2153.0,461.0,903.0,314.0,2.125,INLAND
736,-117.26,34.11,33.0,1210.0,288.0,850.0,238.0,1.2171,INLAND
2999,-121.94,37.28,27.0,2859.0,464.0,1144.0,430.0,5.0822,<1H OCEAN
14107,-122.28,38.34,44.0,1066.0,190.0,416.0,174.0,3.6389,NEAR BAY
3347,-118.25,33.89,36.0,406.0,71.0,268.0,77.0,3.9,<1H OCEAN
3910,-118.05,33.98,41.0,1406.0,428.0,1174.0,390.0,2.0147,<1H OCEAN
7192,-119.8,36.77,52.0,2964.0,512.0,1114.0,486.0,3.8105,INLAND
11416,-118.18,34.04,44.0,1079.0,275.0,1249.0,249.0,3.0417,<1H OCEAN
13240,-118.2,34.2,44.0,2890.0,438.0,1219.0,429.0,6.987,<1H OCEAN
19115,-121.46,38.57,52.0,1625.0,419.0,614.0,383.0,2.0549,INLAND
3805,-118.52,34.19,42.0,881.0,170.0,464.0,163.0,2.9511,<1H OCEAN
1244,-122.33,37.55,51.0,2565.0,332.0,870.0,309.0,9.3694,NEAR OCEAN
11359,-120.86,37.5,34.0,4272.0,996.0,2916.0,962.0,1.9829,INLAND
17794,-117.63,33.46,7.0,7684.0,1088.0,2812.0,1057.0,6.3401,NEAR OCEAN
1265,-122.16,37.17,35.0,6422.0,1380.0,2755.0,1064.0,5.0165,NEAR OCEAN
533,-117.15,32.8,23.0,2395.0,476.0,2284.0,488.0,3.7292,NEAR OCEAN
5069,-117.37,34.1,44.0,2087.0,447.0,1270.0,423.0,2.3889,INLAND
14363,-120.71,38.85,8.0,1877.0,479.0,884.0,323.0,3.4688,INLAND
17678,-118.15,34.67,5.0,12317.0,2953.0,6291.0,2654.0,3.5732,INLAND
15219,-119.73,36.73,7.0,2461.0,647.0,1587.0,551.0,1.4007,INLAND
1239,-122.03,37.36,16.0,2697.0,803.0,1369.0,723.0,4.4699,<1H OCEAN
18613,-118.48,34.28,35.0,1511.0,274.0,873.0,254.0,5.5608,<1H OCEAN
706,-120.58,35.0,37.0,523.0,119.0,374.0,95.0,1.4726,<1H OCEAN
15924,-117.81,33.89,13.0,3252.0,583.0,1546.0,557.0,5.8243,<1H OCEAN
271,-117.33,34.06,42.0,530.0,123.0,390.0,124.0,1.0469,INLAND
11412,-121.44,38.47,16.0,1215.0,223.0,787.0,233.0,4.1597,INLAND
5399,-122.15,37.72,31.0,1616.0,372.0,739.0,379.0,2.9097,NEAR BAY
13616,-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,<1H OCEAN
8920,-121.93,37.27,35.0,1855.0,345.0,985.0,329.0,6.0196,<1H OCEAN
11615,-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,<1H OCEAN
13280,-117.32,33.22,15.0,4784.0,1039.0,1810.0,986.0,2.4375,NEAR OCEAN
11753,-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,INLAND
13665,-122.33,37.95,22.0,2099.0,569.0,1135.0,509.0,2.1915,NEAR BAY
20154,-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,<1H OCEAN
9167,-117.39,34.09,10.0,5736.0,945.0,3528.0,932.0,4.3958,INLAND
12377,-118.14,33.92,31.0,3731.0,853.0,2313.0,801.0,3.2237,<1H OCEAN
12172,-117.78,34.13,18.0,7798.0,1161.0,3710.0,1227.0,5.8819,INLAND
1346,-117.66,33.64,17.0,3173.0,501.0,1555.0,520.0,6.7079,<1H OCEAN
1823,-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7.5839,<1H OCEAN
7004,-120.6,38.76,22.0,1236.0,273.0,615.0,248.0,3.0217,INLAND
15264,-121.92,36.55,44.0,3494.0,635.0,693.0,415.0,3.6,NEAR OCEAN
14311,-117.8,33.53,41.0,2017.0,489.0,783.0,403.0,4.1591,<1H OCEAN
20338,-123.4,39.46,10.0,4086.0,831.0,2111.0,758.0,3.2156,<1H OCEAN
7139,-117.98,33.8,35.0,2114.0,341.0,1077.0,343.0,5.4876,<1H OCEAN
3534,-119.69,36.75,6.0,1926.0,303.0,965.0,316.0,4.7463,INLAND
6931,-122.48,37.67,14.0,3395.0,1059.0,2258.0,945.0,2.964,NEAR OCEAN
5672,-118.95,35.41,21.0,3999.0,727.0,1889.0,688.0,3.875,INLAND
2031,-122.4,37.8,52.0,1642.0,570.0,1432.0,513.0,1.9063,NEAR BAY
3889,-117.21,33.97,3.0,18356.0,2537.0,8437.0,2342.0,5.6409,INLAND
4197,-117.07,32.91,5.0,2234.0,256.0,894.0,253.0,10.3354,<1H OCEAN
16777,-121.92,37.49,10.0,7441.0,1588.0,3571.0,1466.0,5.1643,<1H OCEAN
5241,-118.13,33.79,36.0,1245.0,211.0,508.0,221.0,5.3441,NEAR OCEAN
19230,-118.18,33.91,36.0,1138.0,238.0,878.0,224.0,2.0625,<1H OCEAN
11601,-117.55,33.95,17.0,3196.0,444.0,1581.0,462.0,5.9333,INLAND
2963,-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,<1H OCEAN
17641,-117.06,32.69,13.0,705.0,149.0,718.0,155.0,4.4375,NEAR OCEAN
5405,-119.79,36.75,52.0,377.0,97.0,530.0,96.0,1.0,INLAND
20597,-121.58,39.16,33.0,1897.0,378.0,888.0,385.0,2.1111,INLAND
7137,-118.13,33.82,37.0,1530.0,290.0,711.0,283.0,5.1795,<1H OCEAN
6425,-122.22,38.1,38.0,931.0,181.0,566.0,207.0,3.0221,NEAR BAY
