"","age","balance","campaign","contact","day","default","duration","education","housing","job","loan","marital","month","pdays","poutcome","previous","y"
"37064",28,-2,2,"cellular",13,"yes",172,"secondary","yes","blue-collar","yes","single","may",364,"failure",5,"no"
"37066",39,276,1,"cellular",13,"no",628,"primary","yes","services","yes","married","may",-1,"unknown",0,"no"
"37067",50,2809,2,"cellular",13,"no",200,"tertiary","yes","management","no","married","may",259,"failure",9,"no"
"37070",35,-276,1,"cellular",13,"no",850,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"yes"
"37071",31,1301,3,"cellular",13,"no",140,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"37075",50,100,1,"cellular",13,"no",157,"tertiary","yes","management","yes","divorced","may",299,"failure",3,"no"
"37077",33,56,9,"telephone",13,"no",9,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37080",33,1905,1,"cellular",13,"no",39,"secondary","yes","blue-collar","no","married","may",301,"success",2,"no"
"37081",47,4227,1,"cellular",13,"no",659,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
"37085",48,1394,10,"telephone",13,"no",30,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37089",38,354,1,"telephone",13,"no",47,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37090",39,807,1,"cellular",13,"no",69,"secondary","yes","technician","yes","divorced","may",260,"failure",6,"no"
"37091",55,1810,1,"cellular",13,"no",296,"tertiary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"37092",38,15030,1,"cellular",13,"no",167,"tertiary","yes","management","no","single","may",174,"other",7,"no"
"37093",38,3632,1,"cellular",13,"no",323,"secondary","yes","admin.","yes","married","may",-1,"unknown",0,"no"
"37094",47,2785,1,"cellular",13,"no",570,"primary","yes","housemaid","no","single","may",-1,"unknown",0,"yes"
"37095",37,-111,4,"cellular",13,"no",147,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"37098",31,1536,1,"cellular",13,"no",388,"tertiary","yes","self-employed","no","single","may",-1,"unknown",0,"no"
"37099",59,61,1,"cellular",13,"no",61,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37100",33,0,1,"cellular",13,"no",585,"tertiary","yes","management","no","single","may",-1,"unknown",0,"yes"
"37101",58,6004,1,"cellular",13,"no",133,"secondary","yes","blue-collar","no","married","may",274,"failure",6,"no"
"37103",35,1831,2,"cellular",13,"no",96,"secondary","yes","blue-collar","no","married","may",358,"failure",2,"no"
"37104",39,0,7,"cellular",13,"no",6,"secondary","yes","technician","no","single","may",175,"other",4,"no"
"37106",35,233,1,"cellular",13,"no",66,"secondary","yes","blue-collar","no","married","may",176,"failure",1,"no"
"37107",38,1852,1,"cellular",13,"no",606,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
"37108",39,462,1,"cellular",13,"no",590,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
"37110",44,564,2,"cellular",13,"no",88,"tertiary","yes","technician","no","married","may",-1,"unknown",0,"no"
"37117",31,6737,7,"cellular",13,"no",12,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"37118",33,221,1,"cellular",13,"no",669,"secondary","yes","technician","no","married","may",355,"failure",4,"yes"
"37119",44,1,2,"cellular",13,"no",123,"tertiary","yes","entrepreneur","no","married","may",-1,"unknown",0,"no"
"37123",30,975,2,"cellular",13,"no",256,"secondary","yes","blue-collar","no","married","may",351,"failure",2,"no"
"37124",34,1089,3,"cellular",13,"no",394,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
"37126",50,0,1,"cellular",13,"no",131,"primary","yes","blue-collar","no","married","may",364,"failure",2,"no"
"37127",42,0,3,"cellular",13,"no",74,"secondary","yes","unemployed","no","married","may",-1,"unknown",0,"no"
"37130",49,39,5,"cellular",13,"no",27,"unknown","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37131",38,3715,2,"telephone",13,"no",41,"primary","yes","services","no","single","may",327,"failure",17,"no"
"37132",32,50,1,"cellular",13,"no",275,"primary","yes","blue-collar","no","married","may",370,"failure",2,"no"
"37133",42,0,4,"cellular",13,"no",116,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37134",28,451,1,"cellular",13,"no",302,"secondary","yes","admin.","no","divorced","may",301,"success",1,"yes"
"37137",48,865,2,"cellular",13,"no",78,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37138",41,340,1,"cellular",13,"no",262,"primary","yes","technician","no","single","may",349,"failure",1,"no"
"37139",33,308,2,"cellular",13,"no",147,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37141",46,437,3,"cellular",13,"no",546,"primary","yes","services","no","married","may",-1,"unknown",0,"yes"
"37142",27,456,1,"cellular",13,"no",104,"secondary","no","admin.","no","single","may",-1,"unknown",0,"no"
"37145",24,493,4,"cellular",13,"no",85,"secondary","yes","student","no","single","may",358,"other",1,"no"
"37147",50,953,1,"cellular",13,"no",315,"primary","yes","blue-collar","no","married","may",364,"failure",2,"no"
"37148",49,119,1,"cellular",13,"no",78,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37149",32,1503,1,"cellular",13,"no",44,"tertiary","yes","technician","yes","married","may",278,"failure",2,"no"
"37154",32,7,1,"cellular",13,"no",109,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37155",30,2,6,"cellular",13,"no",7,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37156",53,233,1,"cellular",13,"no",101,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37157",35,2749,1,"cellular",13,"no",127,"tertiary","no","management","no","single","may",-1,"unknown",0,"no"
"37161",34,2764,1,"cellular",13,"no",158,"secondary","yes","blue-collar","no","single","may",357,"failure",1,"no"
"37162",45,78,1,"cellular",13,"no",408,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37163",36,0,1,"telephone",13,"no",18,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37168",39,3419,1,"cellular",13,"no",155,"primary","yes","blue-collar","no","married","may",327,"failure",5,"no"
"37170",28,207,1,"cellular",13,"no",329,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37171",27,0,1,"telephone",13,"no",363,"secondary","yes","blue-collar","no","divorced","may",359,"failure",3,"no"
"37172",32,681,1,"cellular",13,"no",589,"secondary","no","blue-collar","yes","single","may",-1,"unknown",0,"no"
"37174",50,7317,1,"cellular",13,"no",172,"secondary","yes","housemaid","no","married","may",370,"failure",1,"no"
"37177",53,-1601,2,"cellular",13,"no",82,"secondary","no","admin.","yes","married","may",-1,"unknown",0,"no"
"37178",40,-375,5,"cellular",13,"no",60,"secondary","yes","technician","no","divorced","may",-1,"unknown",0,"no"
"37181",38,18,1,"cellular",13,"no",296,"secondary","no","admin.","no","single","may",366,"failure",6,"no"
"37183",35,260,6,"telephone",13,"no",155,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37185",33,1064,1,"cellular",13,"no",562,"tertiary","yes","management","no","married","may",-1,"unknown",0,"yes"
"37187",52,33,1,"cellular",13,"no",204,"secondary","no","blue-collar","yes","married","may",331,"success",3,"no"
"37189",36,413,1,"telephone",13,"no",60,"primary","yes","services","no","married","may",176,"failure",1,"no"
"37190",42,759,1,"telephone",13,"no",80,"primary","yes","entrepreneur","no","married","may",343,"failure",10,"no"
"37191",39,297,2,"cellular",13,"no",734,"tertiary","yes","management","no","married","may",-1,"unknown",0,"yes"
"37192",37,596,1,"cellular",13,"no",281,"tertiary","yes","management","no","married","may",345,"failure",2,"no"
"37194",29,0,1,"cellular",13,"no",155,"tertiary","yes","management","no","single","may",351,"failure",1,"no"
"37196",29,35,1,"cellular",13,"no",149,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37198",42,382,1,"cellular",13,"no",294,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37201",35,577,1,"cellular",13,"no",55,"secondary","no","blue-collar","no","married","may",364,"failure",1,"no"
"37202",43,3409,1,"cellular",13,"no",172,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37203",26,8,1,"cellular",13,"no",167,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37205",41,121,6,"cellular",13,"no",16,"secondary","yes","blue-collar","no","married","may",176,"other",5,"no"
"37206",36,1129,1,"telephone",13,"no",444,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37212",28,4937,3,"telephone",13,"no",421,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37213",36,1993,1,"cellular",13,"no",174,"primary","yes","blue-collar","yes","married","may",359,"other",2,"no"
"37216",35,289,1,"cellular",13,"no",296,"primary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37219",32,309,1,"telephone",13,"no",185,"primary","yes","unemployed","no","married","may",370,"failure",3,"no"
"37220",38,2278,1,"cellular",13,"no",244,"tertiary","yes","management","yes","married","may",-1,"unknown",0,"no"
"37222",44,186,1,"cellular",13,"no",152,"primary","yes","blue-collar","no","married","may",370,"failure",1,"no"
"37223",32,-119,1,"cellular",13,"no",231,"secondary","yes","management","no","single","may",370,"other",1,"no"
"37224",44,1311,1,"cellular",13,"no",184,"secondary","yes","blue-collar","no","married","may",364,"failure",1,"no"
"37225",35,455,7,"cellular",13,"no",573,"primary","yes","blue-collar","no","married","may",327,"failure",3,"no"
"37226",34,1314,1,"cellular",13,"no",124,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37229",49,282,1,"cellular",13,"no",99,"primary","yes","entrepreneur","yes","married","may",-1,"unknown",0,"no"
"37230",32,322,3,"cellular",13,"no",233,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37231",37,1852,2,"cellular",13,"no",117,"tertiary","no","management","no","married","may",370,"failure",1,"no"
"37232",54,-119,1,"cellular",13,"no",261,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37233",32,3,1,"cellular",13,"no",568,"tertiary","yes","management","no","single","may",-1,"unknown",0,"yes"
"37234",44,25,1,"cellular",13,"no",201,"primary","yes","blue-collar","no","divorced","may",344,"failure",7,"no"
"37235",45,2813,1,"cellular",13,"no",43,"tertiary","yes","management","no","divorced","may",-1,"unknown",0,"no"
"37238",48,-85,1,"cellular",13,"no",56,"secondary","yes","blue-collar","no","married","may",343,"other",1,"no"
"37239",43,171,1,"cellular",13,"no",96,"secondary","yes","blue-collar","no","married","may",364,"failure",1,"no"
"37240",52,146,1,"cellular",13,"no",108,"secondary","yes","admin.","yes","married","may",-1,"unknown",0,"no"
"37241",39,-427,5,"cellular",13,"no",8,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"37242",58,1411,2,"cellular",13,"no",425,"tertiary","yes","retired","no","single","may",-1,"unknown",0,"no"
"37243",34,142,1,"cellular",13,"no",459,"tertiary","yes","admin.","no","married","may",-1,"unknown",0,"yes"
"37244",55,323,1,"cellular",13,"no",200,"tertiary","yes","entrepreneur","yes","married","may",-1,"unknown",0,"no"
"37245",37,387,1,"cellular",13,"no",413,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37246",25,1954,1,"cellular",13,"no",66,"tertiary","yes","technician","yes","single","may",351,"failure",1,"no"
"37250",34,178,1,"cellular",13,"no",253,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"37252",36,52,1,"cellular",13,"no",152,"secondary","yes","blue-collar","no","divorced","may",348,"failure",1,"no"
"37253",38,1137,1,"cellular",13,"no",316,"secondary","no","blue-collar","no","single","may",-1,"unknown",0,"no"
"37254",50,216,1,"telephone",13,"no",137,"primary","yes","blue-collar","no","married","may",369,"failure",2,"no"
"37257",47,-287,1,"cellular",13,"no",201,"primary","yes","blue-collar","no","married","may",348,"failure",3,"no"
"37258",42,4253,1,"cellular",13,"no",146,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37259",27,557,2,"cellular",13,"no",466,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37261",48,83,1,"cellular",13,"no",1101,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"yes"
"37263",47,411,1,"cellular",13,"no",157,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"37265",37,1339,6,"cellular",13,"no",96,"tertiary","yes","management","no","single","may",173,"other",4,"no"
"37267",36,55,2,"cellular",13,"no",38,"secondary","yes","technician","no","married","may",369,"failure",4,"no"
"37269",45,192,5,"cellular",13,"no",154,"secondary","yes","blue-collar","no","married","may",176,"other",1,"no"
"37272",35,143,1,"cellular",13,"no",68,"secondary","yes","services","yes","single","may",369,"other",2,"no"
"37273",31,879,1,"cellular",13,"no",394,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"yes"
"37275",39,1004,2,"cellular",13,"no",364,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37278",35,450,1,"cellular",13,"no",63,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"37281",36,481,1,"cellular",13,"no",215,"tertiary","yes","management","no","married","may",175,"failure",3,"no"
"37282",36,-1157,2,"cellular",13,"yes",323,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37283",32,416,1,"cellular",13,"no",290,"secondary","yes","management","no","single","may",176,"failure",2,"no"
"37285",38,3344,1,"cellular",13,"no",143,"secondary","yes","blue-collar","no","single","may",352,"failure",5,"no"
"37286",40,-378,1,"cellular",13,"no",541,"secondary","yes","services","yes","married","may",295,"failure",6,"no"
"37287",30,0,1,"cellular",13,"no",172,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"37288",34,7063,1,"cellular",13,"no",309,"secondary","yes","blue-collar","no","married","may",350,"failure",9,"no"
"37289",46,-35,1,"cellular",13,"no",69,"primary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37290",49,112,1,"cellular",13,"no",79,"primary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"37291",45,-946,1,"cellular",13,"yes",213,"tertiary","yes","management","no","divorced","may",-1,"unknown",0,"no"
"37294",30,341,1,"cellular",13,"no",54,"secondary","yes","services","no","divorced","may",174,"success",1,"no"
"37297",41,158,1,"cellular",13,"no",426,"secondary","yes","admin.","no","married","may",50,"failure",2,"no"
"37298",44,338,1,"cellular",13,"no",133,"secondary","yes","blue-collar","no","divorced","may",370,"failure",1,"no"
"37300",33,162,1,"cellular",13,"no",135,"secondary","yes","services","no","married","may",364,"failure",2,"no"
"37301",35,0,2,"cellular",13,"no",404,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37305",30,396,3,"cellular",13,"no",366,"secondary","yes","admin.","no","married","may",348,"failure",2,"yes"
"37307",45,-69,2,"cellular",13,"no",118,"primary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37309",32,1670,1,"cellular",13,"no",223,"secondary","no","services","no","married","may",299,"failure",2,"no"
"37310",34,3050,1,"cellular",13,"no",469,"tertiary","yes","management","no","married","may",-1,"unknown",0,"yes"
"37311",55,276,1,"cellular",13,"no",35,"unknown","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37312",37,1040,1,"cellular",13,"no",199,"secondary","yes","housemaid","no","divorced","may",173,"failure",2,"no"
"37314",42,969,1,"cellular",13,"no",721,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37316",43,229,1,"cellular",13,"no",163,"secondary","yes","management","yes","divorced","may",-1,"unknown",0,"no"
"37317",33,210,2,"cellular",13,"no",1207,"secondary","yes","services","no","married","may",-1,"unknown",0,"yes"
"37318",47,-169,1,"cellular",13,"no",234,"primary","no","blue-collar","yes","married","may",349,"failure",3,"no"
"37319",32,593,3,"cellular",13,"no",86,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37320",43,484,2,"cellular",13,"no",180,"secondary","yes","self-employed","no","divorced","may",173,"failure",6,"no"
"37321",34,0,4,"cellular",13,"no",68,"secondary","yes","blue-collar","no","married","may",357,"success",3,"no"
"37322",29,5918,1,"cellular",13,"no",103,"secondary","yes","entrepreneur","no","married","may",-1,"unknown",0,"no"
"37326",45,23,3,"cellular",13,"no",234,"tertiary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37328",37,513,1,"cellular",13,"no",134,"secondary","yes","blue-collar","no","married","may",362,"failure",3,"no"
"37330",29,0,4,"cellular",13,"no",77,"secondary","yes","technician","yes","single","may",-1,"unknown",0,"no"
"37332",32,1804,1,"cellular",13,"no",122,"tertiary","yes","management","no","divorced","may",355,"failure",1,"no"
"37333",37,0,1,"cellular",13,"no",109,"tertiary","yes","management","no","single","may",344,"failure",1,"no"
"37334",50,117,4,"telephone",13,"no",216,"primary","yes","management","no","married","may",-1,"unknown",0,"no"
"37335",36,1959,1,"cellular",13,"no",1966,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37336",36,1,1,"cellular",13,"no",131,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37341",30,236,1,"cellular",13,"no",44,"primary","yes","blue-collar","no","married","may",364,"failure",1,"no"
"37343",34,0,1,"cellular",13,"no",172,"secondary","yes","unemployed","no","married","may",-1,"unknown",0,"no"
"37345",31,1078,1,"cellular",13,"no",248,"secondary","yes","blue-collar","no","married","may",330,"other",3,"no"
"37348",27,79,1,"cellular",13,"no",201,"tertiary","yes","entrepreneur","yes","married","may",369,"failure",3,"no"
"37349",25,882,1,"cellular",13,"no",341,"tertiary","yes","self-employed","no","single","may",-1,"unknown",0,"no"
"37351",36,702,4,"cellular",13,"no",52,"tertiary","yes","services","no","married","may",-1,"unknown",0,"no"
"37352",36,1331,3,"cellular",13,"no",77,"secondary","yes","management","no","single","may",174,"other",1,"no"
"37355",32,180,1,"cellular",13,"no",804,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37356",51,-13,1,"cellular",13,"no",361,"secondary","yes","unemployed","no","married","may",364,"failure",1,"no"
"37357",37,2576,1,"cellular",13,"no",417,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37358",35,1396,1,"cellular",13,"no",809,"tertiary","yes","management","no","single","may",300,"failure",1,"yes"
"37360",35,670,1,"cellular",13,"no",44,"tertiary","no","self-employed","yes","single","may",-1,"unknown",0,"no"
"37361",35,1546,1,"cellular",13,"no",156,"secondary","yes","technician","no","married","may",174,"failure",4,"no"
"37362",39,4741,1,"cellular",13,"no",166,"secondary","yes","technician","no","married","may",338,"failure",10,"no"
"37363",30,365,3,"cellular",13,"no",76,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37368",35,328,3,"cellular",13,"no",484,"secondary","yes","blue-collar","no","married","may",364,"other",1,"no"
"37370",57,649,2,"cellular",13,"no",169,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37371",23,292,2,"cellular",13,"no",437,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"37372",38,2253,3,"cellular",13,"no",937,"secondary","yes","services","no","single","may",-1,"unknown",0,"yes"
"37373",35,153,3,"cellular",13,"no",37,"tertiary","yes","admin.","no","single","may",302,"other",3,"no"
"37374",31,295,3,"cellular",13,"no",193,"secondary","yes","blue-collar","yes","married","may",344,"other",1,"no"
"37375",41,3371,2,"cellular",13,"no",204,"tertiary","yes","management","yes","single","may",-1,"unknown",0,"no"
"37377",36,181,2,"cellular",13,"no",159,"tertiary","yes","management","no","single","may",278,"failure",4,"no"
"37378",59,2965,3,"cellular",13,"no",1970,"secondary","yes","services","no","married","may",-1,"unknown",0,"yes"
"37379",55,1691,2,"cellular",13,"no",358,"primary","yes","management","no","married","may",174,"failure",1,"no"
"37381",44,388,2,"telephone",13,"no",246,"tertiary","yes","management","no","divorced","may",370,"success",2,"no"
"37382",40,635,2,"cellular",13,"no",122,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37384",34,283,2,"cellular",13,"no",151,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37385",27,223,2,"cellular",13,"no",297,"secondary","yes","services","yes","single","may",-1,"unknown",0,"no"
"37388",44,1371,3,"cellular",13,"no",788,"tertiary","no","blue-collar","no","married","may",363,"other",4,"no"
"37389",50,267,3,"cellular",13,"no",187,"tertiary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37391",39,0,5,"cellular",13,"no",1975,"primary","yes","blue-collar","yes","single","may",-1,"unknown",0,"yes"
"37393",47,846,2,"cellular",13,"no",85,"tertiary","yes","admin.","no","divorced","may",370,"failure",2,"no"
"37394",34,29,2,"cellular",13,"no",248,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37396",29,714,2,"cellular",13,"no",482,"secondary","yes","entrepreneur","yes","married","may",-1,"unknown",0,"yes"
"37397",37,72,2,"cellular",13,"no",98,"tertiary","yes","services","no","single","may",370,"failure",1,"no"
"37398",51,581,7,"cellular",13,"no",107,"secondary","yes","blue-collar","no","divorced","may",173,"other",2,"no"
"37399",22,374,5,"cellular",13,"no",158,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37400",36,328,3,"cellular",13,"no",194,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"37401",40,528,2,"cellular",13,"no",340,"unknown","yes","blue-collar","no","divorced","may",357,"failure",5,"no"
"37402",33,540,2,"cellular",13,"no",88,"secondary","no","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37404",31,2194,2,"cellular",13,"no",275,"secondary","no","blue-collar","no","single","may",357,"other",1,"no"
"37407",53,-1112,3,"cellular",13,"no",53,"tertiary","yes","management","no","married","may",308,"failure",1,"no"
"37408",33,410,2,"cellular",13,"no",396,"primary","yes","blue-collar","no","married","may",355,"failure",2,"no"
"37409",30,2191,4,"cellular",13,"no",157,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37410",60,-70,2,"cellular",13,"no",65,"primary","yes","management","no","married","may",-1,"unknown",0,"no"
"37412",26,96,2,"cellular",13,"no",612,"secondary","yes","admin.","no","single","may",348,"other",3,"no"
"37415",57,408,2,"cellular",13,"no",402,"tertiary","yes","management","no","divorced","may",351,"failure",1,"no"
"37417",39,9618,2,"cellular",13,"no",94,"secondary","yes","admin.","no","married","may",338,"failure",1,"no"
"37419",47,642,2,"cellular",13,"no",197,"secondary","yes","admin.","no","married","may",363,"other",2,"no"
"37420",44,33,3,"cellular",13,"no",195,"secondary","yes","technician","no","single","may",351,"failure",10,"no"
"37422",57,3777,2,"telephone",13,"no",65,"primary","yes","services","no","single","may",-1,"unknown",0,"no"
"37425",45,577,2,"cellular",13,"no",154,"secondary","yes","blue-collar","no","married","may",350,"failure",3,"no"
"37430",42,-336,3,"cellular",13,"no",318,"secondary","yes","blue-collar","no","married","may",303,"failure",2,"no"
"37431",35,712,2,"cellular",13,"no",255,"secondary","yes","technician","yes","married","may",264,"failure",5,"no"
"37434",39,93,2,"cellular",13,"no",196,"tertiary","yes","management","yes","single","may",331,"failure",3,"no"
"37435",35,8040,2,"cellular",13,"no",173,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37436",60,0,4,"telephone",13,"no",65,"secondary","yes","management","no","divorced","may",350,"failure",6,"no"
"37438",32,210,3,"cellular",13,"no",308,"secondary","yes","blue-collar","no","married","may",364,"other",1,"no"
"37439",46,5461,2,"cellular",13,"no",562,"primary","yes","blue-collar","no","married","may",174,"success",2,"no"
"37441",50,-54,2,"cellular",13,"no",698,"secondary","yes","technician","yes","divorced","may",292,"failure",1,"yes"
"37442",49,2409,4,"cellular",13,"no",272,"secondary","yes","services","no","married","may",293,"failure",2,"no"
"37445",34,3,2,"cellular",13,"no",369,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37446",43,550,2,"cellular",13,"no",107,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"37447",36,-978,3,"cellular",13,"no",62,"tertiary","yes","management","no","divorced","may",-1,"unknown",0,"no"
"37448",31,507,2,"cellular",13,"no",65,"secondary","yes","admin.","no","single","may",299,"other",3,"no"
"37449",58,4152,7,"cellular",13,"no",76,"tertiary","yes","management","no","married","may",13,"success",6,"no"
"37453",57,25,2,"cellular",13,"no",378,"secondary","yes","blue-collar","no","married","may",359,"failure",1,"no"
"37454",46,1103,2,"cellular",13,"no",185,"tertiary","yes","management","no","married","may",278,"failure",3,"no"
"37459",31,222,2,"cellular",13,"no",168,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"37460",35,445,2,"cellular",13,"no",237,"primary","yes","blue-collar","no","married","may",363,"other",2,"no"
"37461",47,3067,2,"cellular",13,"no",141,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37462",39,41,3,"cellular",13,"no",135,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37463",43,1264,2,"cellular",13,"no",102,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"37464",56,84,2,"cellular",13,"no",65,"unknown","yes","technician","no","married","may",370,"failure",1,"no"
"37465",32,271,2,"cellular",13,"no",80,"secondary","yes","technician","no","single","may",268,"other",2,"no"
"37468",47,409,2,"cellular",13,"no",143,"primary","yes","blue-collar","no","divorced","may",364,"other",1,"no"
"37472",35,9,2,"cellular",13,"no",84,"secondary","yes","unemployed","no","single","may",364,"failure",2,"no"
"37473",42,1162,5,"cellular",13,"no",406,"tertiary","yes","management","no","married","may",364,"other",1,"no"
"37474",41,-664,4,"cellular",13,"no",185,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37476",31,232,3,"cellular",13,"no",53,"tertiary","yes","unemployed","no","married","may",-1,"unknown",0,"no"
"37477",51,107,2,"telephone",13,"no",99,"secondary","yes","services","no","married","may",369,"failure",4,"no"
"37478",34,39,2,"cellular",13,"no",254,"secondary","no","blue-collar","no","single","may",299,"failure",3,"no"
"37481",51,1203,4,"telephone",13,"no",25,"primary","yes","blue-collar","yes","married","may",350,"failure",7,"no"
"37484",36,2040,2,"cellular",13,"no",125,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37486",30,17,3,"cellular",13,"no",125,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37487",35,-122,5,"cellular",13,"no",97,"secondary","yes","housemaid","yes","single","may",-1,"unknown",0,"no"
"37490",45,358,2,"cellular",13,"no",134,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"37492",36,38,2,"cellular",13,"no",285,"primary","yes","blue-collar","yes","married","may",335,"other",1,"no"
"37493",49,655,5,"cellular",13,"no",32,"primary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37495",52,0,3,"telephone",13,"no",179,"tertiary","yes","management","no","married","may",257,"other",6,"no"
"37497",33,142,5,"cellular",13,"no",136,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37499",39,0,3,"cellular",13,"no",513,"secondary","yes","blue-collar","no","married","may",176,"failure",2,"no"
"37500",40,342,4,"cellular",13,"no",133,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"37501",42,108,2,"cellular",13,"no",225,"secondary","yes","services","yes","married","may",365,"failure",7,"no"
"37504",35,298,2,"cellular",13,"no",135,"primary","yes","blue-collar","no","married","may",370,"failure",2,"no"
"37505",47,878,4,"cellular",13,"no",245,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37506",30,106,3,"cellular",13,"no",119,"tertiary","yes","technician","no","single","may",-1,"unknown",0,"no"
"37507",29,-7,3,"cellular",13,"no",1279,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"yes"
"37508",29,182,3,"telephone",13,"no",38,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37509",48,-38,3,"cellular",13,"no",331,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
